id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
17292,Hyundai Grand,Hyundai,Grand,,,,4,50000,Individual,Diesel,Manual,24,1186,73.97,5,450000
17293,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,723000,1175000,6,52000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,645000
17294,Maruti Ertiga,Maruti,Ertiga,,,,8,38000,Individual,Diesel,Manual,20.77,1248,88.8,7,650000
17295,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,5,32100,Dealer,Petrol,Manual,18.9,1197,82,5,495000
17296,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.31-7.07 Lakh*,531000,707000,4,27500,Individual,Petrol,Manual,20.51,998,67.04,5,440000
17297,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,12,70000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,225000
17298,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,8,52000,Dealer,Petrol,Manual,18.5,1197,82.9,5,345000
17299,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.26-9.97 Lakh*,926000,997000,10,76500,Dealer,Diesel,Manual,20,1399,68.05,5,235000
17300,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.14.95-22.16 Lakh*,1495000,2216000,3,9000,Individual,Diesel,Manual,15.1,2179,152.87,7,1625000
17301,Maruti Swift Dzire,Maruti,Swift Dzire,,,,9,76000,Dealer,Diesel,Manual,19.3,1248,73.9,5,435000
17302,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,12,58000,Dealer,Petrol,Manual,16.8,1497,116.4,5,260000
17303,Hyundai Grand,Hyundai,Grand,,,,4,50000,Individual,Diesel,Manual,24,1186,73.97,5,500000
17304,Honda Mobilio,Honda,Mobilio,,,,7,59619,Dealer,Petrol,Manual,17.3,1497,117.3,7,575000
17305,Maruti Vitara,Maruti,Vitara,,,,3,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,870000
17306,Maruti Alto,Maruti,Alto,,,,3,57000,Dealer,Petrol,Manual,23.95,998,67.1,5,390000
17307,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.5.35-8.61 Lakh*,535000,861000,6,70000,Individual,Petrol,Manual,19.44,1198,67,7,350000
17308,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.09-45.18 Lakh*,3909000,4518000,8,88251,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1490000
17309,Maruti Alto,Maruti,Alto,,,,6,40000,Dealer,CNG,Manual,32.26,998,58.3,4,260000
17310,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,39500,Dealer,Petrol,Automatic,22,1197,81.8,5,725000
17311,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,862000,1206000,6,77100,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000
17312,Tata Indigo,Tata,Indigo,,,,8,100000,Individual,Diesel,Manual,25,1396,69.01,5,250000
17313,Toyota Innova,Toyota,Innova,,,,4,57000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1390000
17314,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,694000,1119000,7,56000,Dealer,Petrol,Manual,16.47,1198,74,5,335000
17315,Tata Nano,Tata,Nano,,,,6,10071,Dealer,Petrol,Automatic,21.9,624,37.48,4,285000
17316,Tata Safari,Tata,Safari,,,,10,35000,Individual,Diesel,Manual,13.93,2179,138,7,675000
17317,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.9.20-11.83 Lakh*,920000,1183000,3,22000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,800000
17318,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000,771000,5,41473,Dealer,Petrol,Manual,18.9,1197,82,5,550000
17319,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,1661000,2339000,8,49100,Individual,Diesel,Manual,15.1,2179,140,7,800000
17320,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.11-12.53 Lakh*,1111000,1253000,3,15000,Individual,Diesel,Manual,25.5,1498,98.6,5,790000
17321,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000,988000,5,97000,Dealer,Diesel,Manual,25.83,1498,99,5,475000
17322,Jaguar XF,Jaguar,XF,,,,6,49000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000
17323,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.21.26-30.63 Lakh*,2126000,3063000,3,30000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2250000
17324,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,740000,1208000,6,43000,Dealer,Petrol,Manual,17.24,1198,73.9,5,600000
17325,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.63-16.52 Lakh*,1063000,1652000,7,65694,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000
17326,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.40-9.30 Lakh*,640000,930000,2,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,740000
17327,BMW 3,BMW,3,New Car (On-Road Price) : Rs.54.86-61.27 Lakh*,5486000,6127000,6,45833,Dealer,Diesel,Automatic,19.59,1995,187.74,5,2700000
17328,Maruti Swift Dzire,Maruti,Swift Dzire,,,,2,10450,Dealer,Diesel,Automatic,28.4,1248,74.02,5,850000
17329,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,1014000,1379000,2,11458,Dealer,Diesel,Manual,21.7,1498,98.96,5,990000
17330,Volkswagen Vento,Volkswagen,Vento,,,,10,79000,Dealer,Diesel,Manual,20.54,1598,103.6,5,349000
17331,Mini Cooper,Mini,Cooper,,,,3,22000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,3875000
17332,Volkswagen Polo,Volkswagen,Polo,,,,5,63000,Dealer,Diesel,Manual,20.14,1498,88,5,645000
17333,Tata Sumo,Tata,Sumo,,,,9,95000,Individual,Diesel,Manual,15.3,2956,83.8,9,325000
17334,Nissan Terrano,Nissan,Terrano,,,,7,56227,Dealer,Diesel,Manual,20.45,1461,83.8,5,520000
17335,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.07-9.06 Lakh*,607000,906000,2,25000,Individual,Petrol,Manual,21.21,1197,81.8,5,475000
17336,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,New Car (On-Road Price) : Rs.1.67Cr-1.78 Cr*,16700000,17800000,6,20000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5675000
17337,Mahindra Xylo,Mahindra,Xylo,,,,4,120000,Individual,Diesel,Manual,14.95,2489,93.7,7,475000
17338,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,23600,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000
17339,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.51-5.87 Lakh*,351000,587000,3,15000,Individual,Petrol,Manual,22.5,999,68,5,285000
17340,Hyundai Xcent,Hyundai,Xcent,,,,7,48000,Dealer,Petrol,Manual,19.1,1197,82,5,425000
17341,Maruti Alto,Maruti,Alto,,,,5,40000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
17342,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.13-9.66 Lakh*,913000,966000,6,59000,Dealer,Diesel,Manual,20,1399,68.05,5,410000
17343,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.10.01-13.86 Lakh*,1001000,1386000,2,20000,Individual,Petrol,Manual,21.56,1462,103.25,5,820000
17344,Ford Ecosport,Ford,Ecosport,,,,7,58100,Dealer,Diesel,Manual,22.7,1498,89.84,5,450000
17345,Hyundai EON,Hyundai,EON,,,,10,40000,Individual,Petrol,Manual,22,814,55,5,163000
17346,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.99-10.41 Lakh*,999000,1041000,6,90000,Individual,Diesel,Manual,25.83,1498,99,5,480000
17347,Hyundai Grand,Hyundai,Grand,,,,4,11700,Individual,Diesel,Manual,24,1186,73.97,5,580000
17348,Fiat Grande,Fiat,Grande,,,,7,110000,Individual,Diesel,Manual,21.2,1248,75,5,350000
17349,Maruti Alto,Maruti,Alto,,,,17,110000,Individual,Petrol,Manual,19.7,796,46.3,5,45000
17350,Ford Figo,Ford,Figo,,,,7,60000,Dealer,Diesel,Manual,20,1399,68.05,5,210000
17351,Hyundai i10,Hyundai,i10,,,,10,40300,Dealer,Petrol,Manual,20.36,1197,78.9,5,335000
17352,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,59500,Individual,Diesel,Manual,23.4,1248,74,5,560000
17353,Hyundai Xcent,Hyundai,Xcent,,,,5,60000,Individual,Petrol,Manual,19.1,1197,82,5,400000
17354,BMW 5,BMW,5,,,,2,10500,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5000000
17355,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.8.95-11.86 Lakh*,895000,1186000,7,97000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
17356,Audi A4,Audi,A4,New Car (On-Road Price) : Rs.48.80-53.76 Lakh*,4880000,5376000,8,52000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1400000
17357,Mahindra KUV100,Mahindra,KUV100,,,,3,15000,Individual,Diesel,Manual,25.32,1198,77,6,500000
17358,Maruti Ertiga,Maruti,Ertiga,,,,8,81754,Dealer,Diesel,Manual,20.77,1248,88.76,7,670000
17359,Maruti Ertiga,Maruti,Ertiga,,,,9,74675,Dealer,Diesel,Manual,20.77,1248,88.76,7,499000
17360,Maruti Dzire VXI,Maruti,Dzire VXI,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000,1032000,7,51000,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
17361,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000,988000,7,58481,Dealer,Diesel,Manual,20,1399,68.05,5,435000
17362,Honda City,Honda,City,,,,13,62000,Dealer,Petrol,Manual,17.7,1497,78,5,200000
17363,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.17-6.85 Lakh*,417000,685000,5,24000,Dealer,Petrol,Manual,25.17,799,53.3,5,375000
17364,Audi Q5,Audi,Q5,,,,6,66000,Dealer,Diesel,Automatic,12.19,2967,236,5,2250000
17365,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.31-7.68 Lakh*,731000,768000,4,44800,Individual,Petrol,Manual,18.9,1197,81.86,5,445000
17366,Tata Harrier,Tata,Harrier,New Car (On-Road Price) : Rs.17.61-25.50 Lakh*,1761000,2550000,2,12750,Dealer,Diesel,Manual,17,1956,138.1,5,1750000
17367,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000,771000,4,21065,Dealer,Petrol,Manual,18.9,1197,81.86,5,575000
17368,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000,1645000,3,16500,Dealer,Petrol,Manual,17.43,1396,105.5,5,771000
17369,Chevrolet Beat,Chevrolet,Beat,,,,9,47780,Dealer,Diesel,Manual,25.44,936,57.6,5,215000
17370,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,1783000,2491000,4,30000,Dealer,Diesel,Manual,16,2179,140,7,1475000
17371,Volkswagen Ameo,Volkswagen,Ameo,,,,5,35803,Dealer,Diesel,Automatic,22,1498,108.495,5,775000
17372,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.38-7.75 Lakh*,538000,775000,2,35000,Individual,Petrol,Manual,23.84,1199,84,5,434000
17373,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.83-9.86 Lakh*,683000,986000,11,88466,Dealer,Petrol,Manual,18.6,1197,85.8,5,290000
17374,Chevrolet Cruze,Chevrolet,Cruze,,,,9,100000,Individual,Diesel,Manual,17.3,1998,163.7,5,320000
17375,Tata Nano,Tata,Nano,,,,4,11000,Dealer,Petrol,Automatic,21.9,624,37.48,4,310000
17376,Maruti Alto,Maruti,Alto,,,,15,54171,Dealer,Petrol,Manual,19.7,796,46.3,5,100000
17377,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.17-6.85 Lakh*,417000,685000,3,17500,Individual,Petrol,Manual,23.01,999,67,5,360000
17378,Fiat Grande,Fiat,Grande,,,,10,80000,Individual,Diesel,Manual,20.3,1248,75,5,235000
17379,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,968000,1336000,1,6003,Trustmark Dealer,Petrol,Manual,21.56,1462,103.25,5,875000
17380,Maruti Ritz,Maruti,Ritz,,,,9,70000,Individual,Diesel,Manual,23.2,1248,73.94,5,218000
17381,Tata Indigo,Tata,Indigo,,,,9,105000,Individual,Diesel,Manual,23.57,1396,70,5,300000
17382,Mahindra Supro,Mahindra,Supro,,,,3,70000,Individual,Diesel,Manual,23.5,909,45,8,500000
17383,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.48-15.98 Lakh*,1048000,1598000,9,37000,Dealer,Petrol,Manual,15.04,1598,103.6,5,670000
17384,Toyota Etios,Toyota,Etios,,,,6,39099,Dealer,Petrol,Manual,16.78,1496,88.73,5,450000
17385,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.11.90-16.71 Lakh*,1190000,1671000,6,70000,Individual,Diesel,Manual,23.9,1582,126.2,5,625000
17386,Maruti Ciaz,Maruti,Ciaz,,,,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
17387,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.87-10.54 Lakh*,687000,1054000,2,14171,Dealer,Petrol,Manual,21.01,1197,81.8,5,750000
17388,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.41.24-47.56 Lakh*,4124000,4756000,7,266007,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1300000
17389,BMW 3,BMW,3,New Car (On-Road Price) : Rs.54.61-63.78 Lakh*,5461000,6378000,9,76186,Dealer,Petrol,Automatic,12.05,1995,154,5,1500000
17390,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.84-8.56 Lakh*,684000,856000,10,56000,Dealer,Petrol,Manual,15.6,1196,70.02,5,370000
17391,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.35-4.49 Lakh*,335000,449000,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,240000
17392,Skoda Superb,Skoda,Superb,New Car (On-Road Price) : Rs.38.26-41.82 Lakh*,3826000,4182000,8,55572,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1065000
17393,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.65-7.89 Lakh*,565000,789000,2,20000,Individual,Petrol,Manual,23.84,1199,84,5,550000
17394,Honda Brio,Honda,Brio,,,,7,32515,Dealer,Petrol,Manual,19.4,1198,86.8,5,375000
17395,Tata Zest,Tata,Zest,,,,6,35000,Dealer,Petrol,Manual,17.57,1193,88.7,5,494000
17396,Honda Brio,Honda,Brio,,,,7,40000,Individual,Petrol,Manual,19.4,1198,86.8,5,400000
17397,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,1449000,1869000,14,92000,Dealer,Diesel,Manual,10.5,2179,120,7,295000
17398,Volkswagen CrossPolo,Volkswagen,CrossPolo,,,,6,50000,Individual,Petrol,Manual,16.47,1198,74,5,350000
17399,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.71-7.64 Lakh*,571000,764000,7,39264,Dealer,Petrol,Manual,20.51,998,67.06,5,450000
17400,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.51-13.98 Lakh*,1051000,1398000,8,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,570000
17401,Toyota Innova,Toyota,Innova,,,,8,161823,Dealer,Diesel,Manual,12.99,2494,100.6,8,790000
17402,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,2,9000,Dealer,Petrol,Manual,18.9,1197,81.86,5,595000
17403,Maruti Swift,Maruti,Swift,,,,8,54000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000
17404,Volkswagen Ameo,Volkswagen,Ameo,,,,3,30698,Dealer,Petrol,Manual,17,1198,73.75,5,555000
17405,Maruti Ciaz,Maruti,Ciaz,,,,5,135000,Individual,Diesel,Manual,28.09,1248,88.5,5,690000
17406,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.70-19.75 Lakh*,1170000,1975000,4,50000,Individual,Diesel,Manual,21.38,1396,88.7,5,870000
17407,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-7.00 Lakh*,511000,700000,13,80000,Individual,Petrol,Manual,18.9,998,67.1,5,120000
17408,Chevrolet Aveo,Chevrolet,Aveo,,,,13,50315,Individual,Petrol,Manual,15.26,1150,74.9,5,93000
17409,Maruti Ignis,Maruti,Ignis,,,,3,41000,Individual,Diesel,Manual,26.8,1248,74,5,575000
17410,Maruti SX4,Maruti,SX4,,,,5,40000,Individual,Diesel,Manual,23.65,1248,88.5,5,700000
17411,Tata Sumo,Tata,Sumo,,,,5,103000,Individual,Diesel,Manual,15.3,2956,83.83,7,490000
17412,Toyota Etios,Toyota,Etios,,,,7,130000,Individual,Diesel,Manual,23.59,1364,67.04,5,400000
17413,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,57000,Individual,Diesel,Manual,23.4,1248,74,5,420000
17414,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.76-6.39 Lakh*,376000,639000,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,410000
17415,Fiat Punto,Fiat,Punto,,,,5,33000,Dealer,Diesel,Manual,20.5,1248,91.7,5,510000
17416,Mahindra NuvoSport,Mahindra,NuvoSport,,,,5,50000,Dealer,Diesel,Manual,17.45,1493,100,7,675000
17417,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,1233000,2082000,3,25000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000
17418,Toyota Yaris,Toyota,Yaris,New Car (On-Road Price) : Rs.10.33-16.51 Lakh*,1033000,1651000,3,25000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1080000
17419,Jaguar XF,Jaguar,XF,,,,2,14000,Dealer,Diesel,Automatic,19.33,1999,177,5,4550000
17420,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.67-6.07 Lakh*,367000,607000,2,10000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
17421,BMW X1,BMW,X1,,,,10,210000,Dealer,Diesel,Automatic,17.05,1995,184,5,800000
17422,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.24-13.71 Lakh*,1024000,1371000,2,13050,Dealer,Diesel,Manual,22.77,1498,98.59,5,875000
17423,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.99-29.35 Lakh*,1999000,2935000,5,91771,Dealer,Diesel,Manual,13.68,2393,147.8,7,1650000
17424,Maruti Celerio,Maruti,Celerio,,,,7,41248,Dealer,Petrol,Automatic,23.1,998,67.04,5,420000
17425,Toyota Platinum,Toyota,Platinum,,,,4,100000,Individual,Diesel,Manual,23.59,1364,67.05,5,625000
17426,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.77-14.59 Lakh*,1077000,1459000,6,66000,Dealer,Diesel,Manual,22.77,1498,98.59,5,775000
17427,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000,1806000,2,10229,Dealer,Petrol,Manual,17.4,1497,117.6,5,1100000
17428,Toyota Etios,Toyota,Etios,,,,6,160000,Individual,Diesel,Manual,23.59,1364,67.05,5,395000
17429,Hyundai Venue,Hyundai,Venue,New Car (On-Road Price) : Rs.8.06-13.75 Lakh*,806000,1375000,2,11000,Dealer,Petrol,Manual,18.27,998,118.35,5,1075000
17430,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,400000,654000,5,40500,Dealer,Petrol,Manual,25.17,799,53.3,5,310000
17431,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.41-5.70 Lakh*,341000,570000,4,35000,Individual,Petrol,Manual,22.5,999,67,5,250000
17432,Mahindra XUV500,Mahindra,XUV500,,,,7,120000,Individual,Diesel,Manual,15.1,2179,140,7,560000
17433,Tata Tigor,Tata,Tigor,New Car (On-Road Price) : Rs.6.08-8.63 Lakh*,608000,863000,3,35000,Individual,Petrol,Manual,20.3,1199,84,5,500000
17434,Toyota Corolla,Toyota,Corolla,,,,11,81000,Dealer,Diesel,Manual,21.43,1364,87.2,5,425000
17435,Chevrolet Spark,Chevrolet,Spark,,,,12,33000,Dealer,Petrol,Manual,18,995,62,5,95000
17436,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.67-11.30 Lakh*,967000,1130000,12,139000,Dealer,Diesel,Manual,13.6,2523,63,7,385000
17437,Chevrolet Sail,Chevrolet,Sail,,,,7,80000,Individual,Petrol,Manual,18.2,1199,82.5,5,300000
17438,Maruti 800,Maruti,800,,,,11,53000,Individual,Petrol,Manual,16.1,796,37,4,135000
17439,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,1661000,2339000,5,59000,Dealer,Diesel,Automatic,16,2179,140,7,1185000
17440,Hyundai Verna,Hyundai,Verna,,,,7,32000,Dealer,Petrol,Manual,17.01,1591,121.3,5,580000
17441,Maruti Alto,Maruti,Alto,,,,4,19369,Dealer,Petrol,Manual,23.95,998,67.05,5,356000
17442,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,511000,679000,9,82088,Individual,Petrol,Manual,18.9,998,67.1,5,210000
17443,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.26-6.60 Lakh*,526000,660000,3,22000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
17444,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.26-12.19 Lakh*,926000,1219000,8,90000,Individual,Diesel,Manual,21.9,1396,88.76,5,300000
17445,Mercedes-Benz GLA,Mercedes-Benz,GLA,,,,2,1500,Dealer,Petrol,Automatic,13.7,1991,183,5,3150000
17446,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000,988000,6,96000,Dealer,Diesel,Manual,20,1399,68.05,5,425000
17447,Maruti Ertiga,Maruti,Ertiga,,,,5,36700,Dealer,Diesel,Manual,24.52,1248,88.5,7,895000
17448,Hyundai i10,Hyundai,i10,,,,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
17449,Chevrolet Beat,Chevrolet,Beat,,,,8,70000,Individual,Diesel,Manual,25.44,936,57.6,5,165000
17450,Honda City,Honda,City,,,,8,68000,Dealer,Petrol,Manual,16.8,1497,116.3,5,500000
17451,Maruti Vitara,Maruti,Vitara,,,,1,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,775000
17452,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,540000,720000,4,44000,Dealer,Petrol,Manual,20.51,998,67.04,5,410000
17453,Nissan Sunny,Nissan,Sunny,,,,8,67000,Dealer,Petrol,Automatic,17.97,1498,99.6,5,410000
17454,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000,771000,5,29000,Dealer,Petrol,Manual,18.9,1197,82,5,495000
17455,Honda Brio,Honda,Brio,,,,9,34239,Dealer,Petrol,Automatic,18.4,1198,86.8,5,397000
17456,Audi Q3,Audi,Q3,,,,9,75000,Dealer,Diesel,Automatic,15.73,1968,174.33,5,1249000
17457,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,624000,906000,9,49000,Dealer,Petrol,Manual,21.21,1197,81.8,5,325000
17458,Ford Figo,Ford,Figo,,,,8,73000,Dealer,Petrol,Manual,15.6,1196,70.02,5,299000
17459,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.00-11.36 Lakh*,700000,1136000,10,61000,Dealer,Petrol,Manual,16.47,1198,73.9,5,320000
17460,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.79.91-99.58 Lakh*,7991000,9958000,11,85000,Dealer,Diesel,Automatic,14.21,2143,203,5,975000
17461,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000,719000,5,14000,Individual,Petrol,Manual,20.51,998,67.04,5,440000
17462,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000,771000,3,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,640000
17463,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.10.22 Lakh*,1022000,1022000,7,48000,Dealer,CNG,Manual,22.8,1373,80.9,7,649000
17464,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.51-9.43 Lakh*,651000,943000,5,42000,Dealer,Petrol,Manual,20.4,1197,83.11,5,525000
17465,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,1783000,2491000,3,46000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1775000
17466,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.32-20.80 Lakh*,1232000,2080000,5,70000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1125000
17467,Maruti Swift,Maruti,Swift,,,,6,31000,Dealer,Diesel,Manual,28.4,1248,74,5,521000
17468,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.4.98-5.02 Lakh*,498000,502000,7,60000,Dealer,CNG,Manual,30.46,796,47.3,5,260000
17469,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,1219000,1718000,4,40000,Individual,Diesel,Automatic,22,1582,126.2,5,980000
17470,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.41-14.16 Lakh*,1041000,1416000,3,25000,Individual,Diesel,Manual,23,1498,98.96,5,950000
17471,Maruti Ciaz,Maruti,Ciaz,,,,5,49500,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
17472,BMW X6,BMW,X6,,,,8,73091,Dealer,Diesel,Automatic,11.2,2993,241,4,3200000
17473,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.32-4.45 Lakh*,332000,445000,2,22987,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,335000
17474,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,555000,700000,5,30000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
