host_response_rate,host_identity_verified,host_total_listings_count,city,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
99,1,30,2,0,0,0,6,1.0,2.0,3.0,4,1651,25000,1,10,92.0,0,2,3.95,0
100,1,1,2,1,8,1,2,2.0,1.0,1.0,4,408,13000,2,5,88.0,0,1,1.88,0
99,1,30,2,0,0,0,6,1.0,2.0,3.0,4,2817,20000,1,10,92.0,0,2,3.45,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,194,6200,1,1,100.0,0,1,0.45,0
100,0,1,2,1,8,1,2,1.0,1.0,1.0,4,2972,9500,2,14,100.0,0,2,5.25,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,473,7700,10,1,60.0,0,0,0.77,0
100,0,1,2,1,4,0,2,1.0,1.0,1.0,4,3077,18000,3,3,93.0,0,0,3.0,0
93,1,17,2,1,0,1,1,1.0,1.0,1.0,4,227,3300,30,1,100.0,0,2,1.0,0
100,1,1,2,1,9,0,2,1.0,0.0,1.0,4,11,20900,1,15,100.0,0,1,4.89,0
99,1,30,2,0,0,0,6,1.0,2.0,3.0,4,1660,25000,1,4,95.0,0,2,1.46,0
100,1,1,2,1,0,0,6,1.0,2.0,3.0,4,2909,30000,2,0,100.0,0,2,1.0,0
100,0,1,2,1,0,0,2,1.0,0.0,1.0,4,192,12900,2,37,96.0,1,1,11.68,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,2369,11400,30,0,100.0,0,0,1.0,0
92,1,3,2,1,0,1,2,1.0,1.0,1.0,4,2498,8000,1,2,80.0,0,0,0.67,0
100,1,1,2,1,0,0,3,1.0,2.0,2.0,4,1553,27500,2,7,100.0,0,0,2.41,0
100,0,1,2,0,0,0,4,1.0,1.0,2.0,4,2571,4900,1,0,100.0,0,1,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,176,6000,1,7,83.0,0,1,3.28,0
100,1,8,2,1,8,1,2,2.0,1.0,1.0,4,1511,8000,1,13,91.0,1,0,4.15,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2472,14700,2,6,96.0,1,2,2.54,0
99,1,30,2,0,0,0,6,1.0,1.0,3.0,4,1963,20000,1,5,100.0,0,2,2.38,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,401,2900,5,1,100.0,1,0,0.83,0
100,1,1,2,1,4,0,3,1.0,1.0,1.0,4,1691,15000,2,0,100.0,0,1,1.0,0
60,1,2,2,1,0,1,3,1.0,1.0,1.0,4,2411,7500,2,0,100.0,0,2,1.0,0
100,1,1,2,1,8,0,5,2.0,4.0,3.0,4,209,16400,6,0,100.0,0,1,1.0,0
100,1,6,2,1,8,1,2,1.0,1.0,1.0,0,1415,13000,1,0,100.0,1,2,1.0,0
100,1,1,2,0,8,0,3,1.0,2.0,1.0,4,2240,17000,2,9,98.0,0,1,3.75,0
100,1,8,2,1,0,1,2,2.0,1.0,1.0,4,1512,8000,1,17,88.0,1,0,5.37,0
100,0,1,2,1,4,0,2,1.0,1.0,1.0,4,2487,7900,1,0,100.0,1,0,1.0,0
100,1,6,2,1,8,2,1,2.0,1.0,1.0,1,1354,10000,1,1,100.0,1,2,0.37,0
60,1,2,2,1,0,0,2,1.0,1.0,1.0,4,2410,10000,1,1,100.0,0,2,0.46,0
100,1,7,29,1,0,1,2,1.5,1.0,1.0,4,305,3900,14,1,40.0,0,0,0.45,0
100,0,22,2,0,0,1,1,1.0,1.0,1.0,0,450,3100,10,3,73.0,0,1,2.37,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,1209,8500,1,1,100.0,0,1,0.46,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,1209,8500,3,8,100.0,0,1,2.96,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2105,17500,2,9,91.0,1,2,3.14,0
100,1,4,2,1,11,0,2,1.0,0.0,1.0,4,2234,15000,2,5,96.0,0,2,2.03,0
100,1,4,2,1,11,0,2,1.0,0.0,1.0,4,2232,16000,2,5,100.0,0,2,3.33,0
100,1,4,2,1,11,0,4,1.0,1.0,2.0,4,2233,17000,3,4,100.0,0,2,1.64,0
100,0,1,2,1,4,0,7,2.0,4.0,5.0,4,2421,60000,1,6,83.0,0,0,3.0,0
100,0,1,28,1,0,1,1,1.0,1.0,1.0,4,879,5200,1,3,80.0,0,0,1.11,0
10,1,2,2,0,0,0,2,1.0,1.0,1.0,4,2846,18500,2,0,100.0,0,2,1.0,0
100,1,3,2,1,8,1,2,1.0,1.0,1.0,4,2948,11000,2,8,98.0,1,1,3.29,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,293,10000,2,5,92.0,0,2,2.68,0
80,0,1,2,0,0,0,2,1.0,0.0,1.0,4,2361,20000,2,11,87.0,1,0,3.67,0
100,0,1,2,1,0,0,4,1.0,1.0,2.0,4,2397,13500,1,30,94.0,1,1,19.15,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,2500,3000,1,0,100.0,0,0,1.0,0
100,0,1,2,0,0,0,2,1.0,1.0,1.0,4,2368,17500,2,2,100.0,1,0,2.0,0
90,1,1,2,1,11,0,4,2.5,2.0,2.0,4,2663,50000,2,1,100.0,0,1,0.64,0
100,1,1,2,1,4,0,6,2.0,2.0,4.0,4,2659,23400,2,14,99.0,1,1,5.83,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,274,13100,1,5,92.0,0,1,2.11,0
90,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2278,7500,1,6,97.0,0,0,2.28,0
100,0,2,2,1,0,1,2,1.0,1.0,1.0,4,308,9900,2,2,80.0,0,2,0.75,0
100,0,1,2,1,0,0,3,1.0,2.0,2.0,4,2791,11900,1,0,100.0,1,1,1.0,0
90,1,1,2,0,8,1,2,1.0,1.0,1.0,4,730,6200,3,5,100.0,0,2,2.0,0
71,1,1,2,0,0,1,2,1.0,1.0,1.0,4,476,8000,2,5,84.0,0,0,2.5,0
95,1,1,2,0,0,1,5,1.0,1.0,1.0,4,1448,11500,1,13,97.0,0,0,4.59,0
100,0,1,2,1,4,1,2,1.0,1.0,1.0,4,440,10000,1,0,100.0,0,0,1.0,0
90,0,1,9,0,0,0,4,1.0,1.0,2.0,4,2860,13500,3,2,90.0,0,0,0.69,1
100,0,1,2,1,4,0,3,1.0,0.0,2.0,4,1583,15000,2,13,98.0,1,0,5.27,0
96,1,3,2,1,0,0,5,1.0,2.0,2.0,4,2394,11900,2,4,85.0,1,2,2.31,0
99,1,30,2,0,0,0,8,2.0,2.0,3.0,4,1659,26700,1,8,78.0,0,2,4.29,0
100,1,3,2,1,0,0,4,1.0,2.0,2.0,4,1151,20000,1,11,91.0,1,2,3.93,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,839,6300,7,2,100.0,0,2,2.0,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,242,3200,1,0,100.0,0,0,1.0,0
100,0,2,2,0,8,1,3,1.0,1.0,1.0,4,498,6500,1,14,80.0,1,0,5.12,1
100,0,11,2,1,0,0,4,2.0,2.0,4.0,4,2351,29900,2,1,100.0,1,2,1.0,0
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,2260,14000,1,3,100.0,0,0,1.05,0
100,1,122,2,1,0,0,2,1.0,1.0,1.0,4,2294,24700,10,0,100.0,0,1,1.0,0
100,1,8,2,1,0,1,2,2.0,1.0,1.0,4,2313,8000,1,19,94.0,1,0,6.55,1
100,1,4,2,0,0,1,2,1.0,1.0,2.0,4,2650,14900,1,5,100.0,0,2,2.63,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,558,8000,1,6,97.0,1,2,3.91,0
100,1,1,2,1,0,1,1,1.5,1.0,1.0,4,935,13500,1,2,100.0,0,2,2.0,0
100,1,6,2,1,8,1,2,2.0,1.0,1.0,4,2287,13000,1,0,100.0,1,2,1.0,0
100,0,2,2,1,0,0,4,1.0,1.0,2.0,4,292,13800,1,2,40.0,1,2,1.28,0
99,1,30,2,0,0,0,6,1.5,2.0,4.0,4,1929,35000,1,1,100.0,0,2,1.0,0
100,0,1,2,1,0,0,5,2.0,3.0,4.0,4,2337,55000,2,0,100.0,0,1,1.0,0
73,1,1,2,0,8,1,2,1.0,1.0,1.0,4,858,9800,2,1,100.0,0,0,0.61,0
100,1,1,2,1,0,0,3,1.0,2.0,1.0,4,2835,18200,3,10,98.0,0,2,4.29,0
100,0,5,2,1,8,1,1,1.0,1.0,1.0,4,460,4200,30,2,100.0,0,2,0.7,0
100,0,1,2,1,8,1,2,1.0,1.0,2.0,4,233,6000,1,1,100.0,1,0,0.57,0
100,1,9,2,1,8,1,1,1.5,1.0,1.0,4,188,5500,1,2,100.0,0,2,0.78,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,1006,5000,9,0,100.0,1,0,1.0,0
100,1,4,2,1,11,0,2,1.0,0.0,1.0,4,2233,14500,2,5,96.0,0,2,2.73,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,573,6600,2,2,90.0,0,1,2.0,0
79,1,18,2,1,0,1,1,1.0,1.0,1.0,4,449,4900,2,0,100.0,0,2,1.0,0
98,1,13,2,1,0,0,2,1.0,1.0,1.0,4,2254,29500,2,5,96.0,0,2,2.0,0
6,0,1,2,1,9,0,3,1.0,0.0,2.0,4,19,13000,1,1,100.0,0,0,0.35,0
100,0,1,2,0,8,0,6,2.5,4.0,4.0,4,2479,19900,3,1,100.0,1,2,1.0,0
100,0,2,2,1,4,1,2,1.0,1.0,1.0,4,2314,7500,1,1,100.0,1,0,0.37,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2576,8400,3,6,100.0,0,1,3.0,1
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2398,14800,2,0,100.0,1,0,1.0,0
91,0,2,2,1,0,0,6,1.0,2.0,2.0,4,2345,29500,2,14,92.0,1,2,6.36,0
100,1,8,2,0,8,1,2,2.0,1.0,1.0,4,1508,7500,1,21,90.0,1,0,8.29,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,2473,20800,1,5,88.0,1,1,2.63,0
100,1,7,2,0,0,1,2,1.0,1.0,1.0,4,2932,16900,1,0,100.0,1,1,1.0,0
100,1,2,2,0,0,1,1,1.0,1.0,1.0,4,310,14000,1,1,100.0,1,0,0.5,0
100,1,3,2,1,8,1,1,1.0,1.0,1.0,4,269,8500,2,8,93.0,1,1,2.96,0
100,0,1,2,1,0,1,1,2.0,1.0,1.0,4,313,4500,17,1,100.0,0,2,1.0,0
100,1,3,28,1,8,1,1,1.0,1.0,1.0,4,718,7000,3,6,100.0,1,1,3.0,0
100,1,7,2,1,0,0,7,1.0,2.0,5.0,4,2437,25000,1,1,100.0,0,2,1.0,0
100,0,1,2,1,0,1,1,3.0,1.0,1.0,4,884,3000,1,0,100.0,1,0,1.0,0
100,1,122,2,1,0,0,4,2.0,2.0,2.0,4,2455,31500,10,0,100.0,0,1,1.0,0
97,1,21,2,1,0,0,2,1.0,1.0,1.0,4,2346,23900,2,4,100.0,0,0,1.9,0
100,1,2,2,1,8,1,5,1.0,1.0,2.0,4,181,7500,1,18,81.0,0,0,8.06,1
100,1,1,2,1,0,0,5,1.0,2.0,3.0,4,2735,15000,2,12,97.0,0,1,4.93,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,353,7700,6,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,4,1.0,0.0,2.0,4,2273,20000,2,3,100.0,0,0,1.5,0
100,0,1,2,1,0,1,2,0.5,1.0,1.0,4,2308,4000,5,2,100.0,1,2,0.98,0
100,1,7,2,1,0,0,11,1.0,3.0,8.0,4,2437,33000,1,11,100.0,0,2,5.5,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2445,14000,1,1,100.0,0,0,1.0,0
100,1,4,2,1,0,1,1,0.0,1.0,1.0,4,127,6000,7,0,100.0,0,2,1.0,0
100,1,3,7,1,11,1,2,2.5,1.0,1.0,4,2305,8500,1,0,100.0,0,0,1.0,0
100,0,22,2,0,0,1,1,1.0,1.0,1.0,0,447,3100,10,2,100.0,0,1,1.76,0
100,0,22,2,0,0,1,1,1.0,1.0,1.0,0,458,3100,10,0,100.0,0,1,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,2.0,4,2362,4500,7,1,80.0,0,0,1.0,0
100,0,22,2,0,0,1,1,1.0,1.0,1.0,0,445,2900,10,1,80.0,0,1,0.75,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,906,55900,2,0,100.0,0,0,1.0,0
100,1,4,2,1,0,1,1,1.0,1.0,1.0,4,386,6000,7,0,100.0,0,0,1.0,0
100,0,1,2,0,4,1,1,1.0,1.0,1.0,4,280,20000,1,0,100.0,0,0,1.0,0
100,1,14,2,1,8,1,1,1.5,1.0,1.0,4,343,5000,1,2,100.0,0,2,1.09,0
100,1,4,2,1,0,1,1,1.0,1.0,1.0,4,363,4500,15,1,80.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,682,5800,1,10,96.0,0,0,4.55,1
98,1,22,2,1,0,0,4,1.0,2.0,2.0,4,2420,25000,3,3,87.0,0,2,1.7,0
98,1,24,2,1,0,0,6,2.0,3.0,3.0,4,2420,31500,2,1,100.0,0,2,0.56,0
98,1,22,2,1,10,1,2,5.0,1.0,1.0,4,2419,9500,2,2,90.0,0,2,0.92,0
98,1,24,2,1,10,1,2,5.0,1.0,1.0,4,2917,9500,2,2,80.0,0,2,0.91,0
100,1,3,2,0,4,0,3,1.0,0.0,1.0,4,564,15900,2,14,91.0,1,2,6.27,0
100,0,1,2,1,0,0,4,1.0,1.0,2.0,4,2425,10000,1,10,96.0,1,2,4.62,0
100,1,7,2,0,0,1,2,1.0,1.0,1.0,4,2740,18900,3,1,80.0,1,1,0.65,0
100,1,1,2,1,4,1,2,1.0,1.0,1.0,4,635,10900,2,23,97.0,1,2,9.2,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,558,8000,1,9,91.0,1,2,4.74,0
100,1,2,2,1,4,1,2,2.0,1.0,1.0,4,681,10300,1,28,94.0,0,1,12.73,1
100,1,4,2,0,0,0,4,1.0,2.0,2.0,4,2535,24900,1,7,100.0,0,2,5.0,0
50,1,1,2,1,0,0,3,1.0,1.0,1.0,4,2253,14500,1,6,100.0,0,0,2.5,0
100,0,1,2,1,4,0,2,1.0,2.0,1.0,4,2436,25000,6,0,100.0,0,0,1.0,0
100,1,6,2,1,0,0,2,1.0,0.0,1.0,4,2622,15000,5,7,86.0,0,2,3.39,1
100,0,11,2,1,0,0,5,1.0,1.0,2.0,4,2405,17400,2,3,67.0,0,2,2.05,0
100,0,22,2,1,0,1,2,1.0,1.0,2.0,4,315,13500,1,0,100.0,0,1,1.0,0
90,1,1,2,1,0,0,4,1.0,1.0,2.0,4,1318,22500,1,7,91.0,0,2,3.62,0
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,638,9500,1,1,100.0,0,0,0.43,0
90,0,1,2,1,0,0,3,1.0,1.0,2.0,4,897,8500,7,2,100.0,1,0,1.3,0
90,1,1,2,0,0,0,2,1.0,1.0,1.0,4,2672,10000,2,5,96.0,0,2,2.54,0
100,0,1,2,0,4,0,1,1.0,1.0,2.0,4,3091,27500,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,3,1.0,1.0,1.0,4,2856,22700,1,4,95.0,0,2,3.43,0
100,0,1,2,0,0,1,1,2.5,1.0,1.0,4,909,3500,20,1,80.0,0,0,1.0,0
98,1,24,2,1,10,1,2,5.0,1.0,1.0,4,2912,10500,2,0,100.0,0,2,1.0,0
98,1,22,2,1,10,1,2,5.0,1.0,1.0,4,2419,13000,2,0,100.0,0,2,1.0,0
90,1,1,2,1,0,1,3,1.0,1.0,1.0,4,413,2900,2,5,88.0,1,2,2.21,0
100,0,2,2,0,4,1,2,1.0,1.0,1.0,4,2945,15000,1,1,80.0,0,0,0.63,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,388,9500,1,5,80.0,1,0,2.05,0
90,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2403,12000,3,4,100.0,0,0,2.07,1
100,0,1,2,1,0,2,1,1.0,1.0,1.0,1,1023,3000,1,8,73.0,1,0,6.15,1
100,1,1,2,1,4,1,1,1.0,1.0,1.0,4,418,3000,23,0,100.0,0,0,1.0,0
100,1,1,28,1,0,0,2,1.0,0.0,2.0,2,241,5500,2,4,95.0,0,1,2.5,0
33,1,1,2,1,0,1,1,1.0,1.0,1.0,4,468,2700,1,0,100.0,0,0,1.0,0
71,1,363,2,1,0,0,6,1.0,3.0,3.0,4,1987,22900,3,3,93.0,1,2,1.84,0
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1126,20900,5,0,100.0,0,3,1.0,0
71,1,363,2,1,0,0,4,1.0,2.0,2.0,4,1326,22900,3,2,80.0,1,2,1.87,0
71,1,363,2,1,0,0,6,1.0,3.0,3.0,4,1326,20900,3,2,90.0,1,2,1.58,0
100,0,37,2,1,0,0,4,1.0,1.0,2.0,4,1695,15000,3,1,100.0,0,2,0.6,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2719,6000,2,19,99.0,0,1,7.81,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1326,19900,3,0,100.0,1,2,1.0,0
100,0,5,2,1,8,1,1,1.0,1.0,1.0,4,460,4000,3,0,100.0,0,2,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2590,33000,1,3,93.0,0,0,2.65,0
100,1,1,2,1,0,1,2,1.5,1.0,1.0,4,321,8000,1,0,100.0,1,1,1.0,0
30,1,1,2,0,0,1,1,1.0,1.0,1.0,4,864,6500,2,4,90.0,0,0,1.94,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,2978,20000,2,4,95.0,0,1,2.67,0
100,0,2,2,1,0,0,2,1.0,1.0,1.0,4,2513,15000,2,4,95.0,0,0,4.0,0
100,0,1,2,1,4,0,4,2.0,2.0,3.0,4,894,15900,1,0,100.0,1,0,1.0,0
100,1,1,2,1,0,0,5,2.0,2.0,2.0,4,2678,16500,1,2,90.0,1,0,2.0,0
92,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1715,17900,1,5,96.0,0,2,5.0,0
70,0,1,2,1,0,1,2,1.0,1.0,1.0,4,387,5300,1,5,80.0,1,0,2.05,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1303,27900,3,0,100.0,1,2,1.0,0
71,1,363,2,1,0,0,3,1.0,2.0,2.0,4,1304,13900,3,0,100.0,1,2,1.0,0
100,0,5,2,1,0,1,1,1.0,1.0,1.0,4,465,3900,4,1,100.0,0,2,1.0,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1304,23900,3,4,95.0,1,2,2.4,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1304,16900,3,3,93.0,1,2,3.0,0
71,1,363,2,1,0,0,2,1.0,1.0,1.0,4,1304,15900,3,0,100.0,1,2,1.0,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1304,25900,3,0,100.0,1,2,1.0,0
71,1,363,2,1,0,0,6,2.0,3.0,3.0,4,1303,20900,3,3,90.0,1,2,3.0,0
71,1,363,2,1,0,0,4,1.0,1.0,2.0,4,1326,20900,3,1,100.0,1,2,0.7,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,747,6000,1,0,100.0,0,0,1.0,0
33,0,1,2,0,0,1,2,1.0,1.0,1.0,4,3079,7700,2,2,90.0,0,0,1.62,0
100,0,37,2,1,0,0,4,1.0,1.0,2.0,4,1890,21500,3,0,100.0,0,2,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2739,5000,1,2,70.0,1,0,1.13,0
78,1,6,2,1,8,1,1,1.0,1.0,1.0,4,2301,3500,7,0,100.0,0,0,1.0,0
100,0,37,2,1,0,0,2,1.0,0.0,1.0,4,1925,16500,3,3,87.0,0,2,1.96,0
100,0,2,2,0,8,1,2,1.0,1.0,1.0,4,652,7100,1,19,93.0,0,0,12.13,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,1014,17500,1,1,100.0,0,2,1.0,0
100,0,1,2,1,4,0,3,1.0,2.0,2.0,4,2752,25000,2,2,100.0,0,2,1.13,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2815,11500,1,4,93.0,1,0,2.4,0
100,0,2,2,0,0,1,2,1.0,1.0,1.0,4,582,8900,2,20,79.0,0,0,8.33,0
100,0,37,2,1,0,0,5,1.0,1.0,2.0,4,1926,22500,3,1,80.0,0,2,0.54,0
100,0,37,2,1,11,1,2,1.0,1.0,1.0,4,1154,17000,3,0,100.0,0,2,1.0,0
100,0,37,2,1,11,1,2,1.0,1.0,1.0,4,1154,17000,3,1,100.0,0,2,0.7,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,1637,22500,3,8,98.0,0,1,3.93,0
100,0,37,2,0,1,1,2,1.0,1.0,1.0,4,1141,17500,2,0,100.0,0,2,1.0,0
100,1,1,2,1,4,0,4,1.0,2.0,2.0,4,2888,10000,4,3,100.0,0,0,1.38,0
71,1,363,2,1,0,0,4,1.0,1.0,2.0,4,1306,18900,3,4,85.0,1,2,3.16,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,881,12000,1,8,80.0,0,1,3.58,1
99,1,30,2,0,0,0,3,1.0,0.0,1.0,4,1651,25500,1,9,93.0,0,2,5.0,0
100,1,2,2,0,0,1,3,1.0,1.0,2.0,1,665,13000,2,0,100.0,0,1,1.0,0
50,0,1,2,1,0,0,6,2.0,2.0,3.0,3,1276,25000,1,7,93.0,0,0,3.23,0
100,1,1,2,0,0,2,1,1.0,1.0,1.0,4,2558,6000,1,8,80.0,0,0,4.0,0
100,1,1,2,1,8,0,7,2.0,3.0,3.0,4,2761,27900,2,11,98.0,0,1,4.71,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2289,5000,1,0,100.0,0,0,1.0,0
80,0,1,2,1,0,0,5,2.0,2.0,2.0,4,2418,40000,1,8,97.0,1,1,3.64,0
100,0,1,2,1,0,0,4,1.0,1.0,2.0,4,1867,19900,1,6,100.0,0,2,3.0,0
100,0,1,9,1,0,1,2,1.0,1.0,1.0,4,2468,15000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,2,2159,7000,2,5,96.0,0,0,4.41,0
100,0,1,2,1,0,0,3,1.0,0.0,2.0,2,357,15000,3,3,80.0,1,2,1.88,0
100,0,1,2,1,4,0,2,1.0,0.0,1.0,4,2426,14000,1,1,100.0,0,0,1.0,0
100,0,3,2,1,0,1,1,2.0,1.0,1.0,2,474,5500,2,3,73.0,0,0,1.5,1
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,2295,19900,7,0,100.0,0,1,1.0,0
100,0,1,2,1,11,1,2,1.0,1.0,1.0,4,272,6000,4,11,73.0,1,1,4.93,1
100,1,1,2,1,0,1,4,1.0,1.0,2.0,4,318,5000,2,10,96.0,0,0,5.77,0
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,1905,27500,2,3,93.0,0,0,2.43,0
100,0,1,1,1,0,1,2,1.0,1.0,1.0,4,422,5200,1,3,93.0,0,1,3.0,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,3,201,15000,1,8,98.0,0,2,4.62,1
90,1,1,2,1,10,0,4,1.0,1.0,1.0,4,2450,25000,3,0,100.0,0,2,1.0,0
70,1,1,2,1,0,1,2,1.0,1.0,1.0,4,319,5000,10,0,100.0,0,1,1.0,0
90,0,1,2,1,8,1,2,0.5,1.0,1.0,3,327,7500,1,1,80.0,0,0,1.0,0
100,0,1,2,0,0,0,2,1.0,1.0,1.0,4,1699,15000,3,6,97.0,0,1,3.91,0
100,1,1,2,0,0,0,4,1.0,1.0,2.0,4,132,18500,2,0,100.0,0,0,1.0,0
100,0,1,2,1,5,1,3,1.0,1.0,1.0,4,2508,5000,1,2,90.0,1,0,0.95,0
100,1,1,2,0,0,1,2,1.0,1.0,2.0,1,1590,15000,1,5,60.0,0,1,4.41,1
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2359,6000,2,2,100.0,1,0,0.92,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,463,8500,1,2,90.0,0,0,1.09,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,566,14000,1,14,99.0,1,2,7.12,0
100,0,1,2,1,0,0,4,1.0,1.0,2.0,4,1878,22500,2,0,100.0,0,0,1.0,0
90,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2073,30000,2,4,100.0,0,1,2.4,0
100,1,7,2,0,0,0,4,1.0,1.0,2.0,4,2387,25000,1,2,80.0,0,2,1.28,0
100,1,7,2,0,0,0,4,1.0,1.0,2.0,4,2383,25000,1,4,93.0,0,2,2.0,0
100,1,1,2,0,0,1,1,1.0,1.0,1.0,4,513,4000,1,7,97.0,0,1,7.0,0
100,1,1,2,0,0,1,1,1.0,1.0,1.0,4,2837,6500,1,29,97.0,0,1,15.54,0
90,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2377,9500,1,0,100.0,0,0,1.0,0
79,1,2,2,1,0,0,2,1.0,1.0,1.0,4,2427,19800,2,1,100.0,0,2,1.0,0
100,1,1,14,1,8,1,2,1.0,1.0,1.0,4,1008,10500,1,0,100.0,0,0,1.0,0
100,1,2,20,0,8,1,4,1.0,1.0,3.0,4,2955,12500,2,0,100.0,0,1,1.0,0
100,1,10,2,1,0,1,2,1.0,1.0,1.0,4,2431,8000,1,5,96.0,0,0,5.0,0
63,0,1,2,0,0,0,4,1.0,2.0,2.0,4,905,19900,10,0,100.0,1,0,1.0,0
99,1,30,2,0,0,0,4,1.0,1.0,2.0,4,2631,40000,1,0,100.0,0,2,1.0,0
83,0,1,2,0,0,0,4,1.0,1.0,1.0,4,3091,10000,1,5,80.0,0,0,2.83,0
100,0,2,2,1,4,2,1,1.0,1.0,1.0,4,2290,5100,1,1,100.0,0,0,0.48,0
100,1,7,2,1,11,1,2,2.0,1.0,1.0,4,244,11900,1,7,94.0,0,2,3.5,0
100,0,5,2,1,4,1,3,2.0,1.0,1.0,4,350,12000,14,0,100.0,0,0,1.0,0
100,1,7,2,1,11,1,2,2.0,1.0,1.0,4,210,12500,1,7,91.0,0,2,4.77,1
100,1,7,2,1,11,1,2,2.0,1.0,1.0,4,627,9900,1,3,93.0,0,2,1.67,0
100,0,5,2,1,4,1,2,2.0,1.0,1.0,4,352,8900,14,0,100.0,0,0,1.0,0
100,0,5,2,1,4,1,2,2.0,1.0,1.0,4,352,9900,14,0,100.0,0,0,1.0,0
100,1,3,2,1,8,1,2,1.0,1.0,1.0,4,953,7000,2,5,96.0,0,1,5.0,0
100,0,1,2,1,4,0,2,1.0,1.0,1.0,4,1558,15900,1,1,100.0,0,0,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,200,8000,1,1,100.0,1,1,1.0,0
100,0,2,2,1,0,0,4,1.0,2.0,2.0,4,1188,32900,1,4,100.0,0,2,2.03,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1058,13300,2,9,91.0,0,1,7.11,0
33,0,1,2,1,0,1,1,1.0,1.0,1.0,4,2264,9000,5,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,2.0,4,2438,6500,1,15,97.0,0,1,8.49,0
50,0,1,2,0,8,2,1,2.5,1.0,4.0,4,2708,3500,15,0,100.0,0,0,1.0,0
