number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,average price,special requests,booking_status,Meal Plan 1,Meal Plan 2,Meal Plan 3,Not Selected,Room_Type 1,Room_Type 2,Room_Type 3,Room_Type 4,Room_Type 5,Room_Type 6,Room_Type 7,Aviation,Complementary,Corporate,Offline,Online
2,0,0,2,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,119.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,181,120.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,161,130.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,25,109.4,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,5,93.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,2,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,2,1,0,59,105.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,182,117.9,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,5,103.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,244,80.7,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,26,118.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,2,72.25,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,64,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,2,2,4,0,81,190.8,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,3,0,82,95.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,4,70.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,2,0,2,0,39,156.6,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,1,1,3,0,54,180.68,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,65,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,3,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,48,168.3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,12,93.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,271,101.33,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,0,45.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,61,72.24,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,185,94.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,8,95.2,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,3,138.5,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,2,2,3,0,62,167.79,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,2,0,63,71.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,60,86.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,41,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,221,48.0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,113,129.6,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,33,197.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,265,90.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,90,96.9,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,180,96.3,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,112,99.45,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,51,123.69,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,150,101.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,125,55.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,5,0,120,76.5,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,43,149.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,177,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,41,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,190,130.05,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,269,80.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,1,66.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,2,0,88,68.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,305,89.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,6,0,336,81.88,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,4,63.6,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,2,0,187,108.9,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,175,112.63,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,190,81.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,66,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,19,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,1,18,67.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,46,125.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,280,73.95,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,126,118.8,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,7,89.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,148,67.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,19,58.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,4,0,100,98.83,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,108,94.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,100,140.0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,118.09,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,39,87.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,34,120.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,166,100.3,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,54,96.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,3,115.5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,1,27,98.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,0,140,116.45,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,3,0,98,91.4,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,20,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,0,3,0,132,162.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,11,90.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,1,2,0,309,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,22,102.43,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,43,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,26,89.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,39,117.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,5,0,82,74.8,3,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,112,96.3,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,5,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,35,78.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,3,110.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,185,124.46,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,4,0,327,76.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,22,118.0,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,5,0,151,137.13,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,3,0,151,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,0,90.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,43,106.8,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2,3,0,57,110.36,2,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,124,143.7,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,30,75.6,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,101.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,49,192.6,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,44,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,5,98.1,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,270,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,23,169.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,2,5,0,260,108.68,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,2,0,45,162.79,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,2,92.67,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,37,159.3,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,3,0,39,150.3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,3,0,3,0,3,253.67,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1,0,4,0,10,180.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1,79.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,79,88.0,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,74,128.7,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,1,0,38,170.1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,86,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,64,105.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,82,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,5,0,21,63.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,1,0,128,76.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,3,0,30,110.77,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,165,180.2,0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,64,89.3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,103,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,195,99.0,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,11,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,43,126.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,205,143.1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,40,70.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,3,0,147,111.19,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,265,109.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,270,62.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,85,85.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,6,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,247,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,2,0,48,121.8,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,18,77.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,19,115.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,23,96.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,5,66.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,47,87.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,109.8,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,346,90.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,106,124.2,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,110,70.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,142,85.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,2,67.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,103,115.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,72,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,126,107.95,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,28,122.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,128,99.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,71,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,105,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,109.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,7,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,276,95.67,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,82,139.5,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,70,85.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,105,72.25,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,359,78.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2,0,3,0,3,142.33,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,181,120.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,119,81.0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,67.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,73,67.83,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,171,99.45,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,197,112.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,193,90.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,180,70.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,256,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,209,96.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,46,87.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,0,0,21,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,2,4,0,69,120.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,154,112.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,86,105.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,88,85.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,150,101.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,6,87.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,43,94.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,21,105.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,5,65.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,111,58.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,117,94.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,92,49.07,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,168,96.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,2,3,0,163,74.65,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,273,87.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,1,0,1,60.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,164,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,17,153.62,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1,2,0,0,0,132.44,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,83,126.72,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,98,80.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,8,101.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1,91.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,286,91.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,164,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,2,0,112,137.7,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,152,94.05,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,18,135.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,28,115.37,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,5,0,138,169.88,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,141,105.3,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,58,109.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,100,136.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,38,177.3,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,2,0,277,96.3,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,2,0,34,77.6,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,1,86.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,123,108.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,1,1,0,58,207.9,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,0,0,0,103.18,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,8,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,172,95.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,61,149.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,3,0,166,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,34,129.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,15,93.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,182,126.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,101,121.5,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,10,146.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,65,68.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,2,2,3,1,50,156.9,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,3,0,71,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,54,87.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,192,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,102,95.03,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,256,90.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,3,129.0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,4,0,160,125.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,3,177.5,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,196,66.53,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,97.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,50,101.15,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,3,0,38,207.9,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0,59,99.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,4,0,15,202.58,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,239,112.2,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,217,80.75,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,127,99.45,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,44,95.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,189,109.8,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,187,105.3,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,0,4,0,44,107.1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,279,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,61,96.9,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,2,2,0,175,162.9,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,40,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
