Age;Experience;Income;Family;Education;CreditCard;Personal_Loan
51;25;70;1;Advanced/Professional;;0
27;2;130;3;Undergrad;;1
30;4;39;1;Undergrad;;0
31;5;72;4;Graduated;;0
61;37;68;4;Advanced/Professional;;0
40;16;35;1;Advanced/Professional;;0
45;21;61;3;Undergrad;;0
45;21;69;4;Undergrad;;0
37;13;59;1;Graduated;;0
34;8;99;2;Advanced/Professional;;0
43;16;201;1;Graduated;;1
42;18;130;2;Undergrad;;0
56;31;72;3;Graduated;;0
33;9;44;1;Undergrad;;0
36;10;91;1;Advanced/Professional;;0
62;37;92;3;Undergrad;;0
58;34;55;1;Undergrad;;0
65;40;20;3;Undergrad;;0
65;40;89;1;Undergrad;;1
52;26;59;2;Graduated;;0
64;39;8;3;Advanced/Professional;;0
51;25;85;4;Undergrad;;0
59;35;94;1;Undergrad;;0
52;28;22;2;Undergrad;;0
55;31;74;2;Advanced/Professional;;0
46;19;59;3;Graduated;;0
61;36;12;4;Graduated;;0
35;9;8;1;Graduated;;0
56;31;74;3;Advanced/Professional;;0
31;5;184;4;Graduated;;1
44;19;34;4;Graduated;;0
53;27;63;2;Advanced/Professional;;0
36;12;123;2;Graduated;;1
27;1;85;2;Advanced/Professional;;0
36;12;109;3;Advanced/Professional;;1
40;15;31;1;Advanced/Professional;;0
39;13;61;2;Graduated;;0
59;35;88;2;Undergrad;;0
43;18;22;2;Graduated;;0
30;4;63;4;Graduated;;0
26;1;80;4;Undergrad;;0
48;22;78;3;Undergrad;;0
50;24;45;4;Undergrad;;0
33;7;51;4;Advanced/Professional;;0
32;6;111;2;Advanced/Professional;;0
34;10;45;3;Undergrad;;0
33;9;184;2;Graduated;;1
32;5;41;2;Graduated;;0
55;30;69;4;Advanced/Professional;;0
58;33;23;3;Undergrad;;0
47;23;160;2;Undergrad;;0
30;5;61;1;Graduated;;0
42;18;110;2;Undergrad;;0
40;16;50;2;Advanced/Professional;;0
33;9;49;1;Graduated;;0
46;20;185;4;Graduated;;1
63;39;52;2;Undergrad;;0
62;37;53;2;Undergrad;;0
43;17;125;4;Graduated;;1
31;5;72;3;Undergrad;;0
28;2;51;4;Advanced/Professional;;0
64;39;23;3;Undergrad;;0
27;1;41;1;Advanced/Professional;;0
33;9;41;3;Undergrad;;0
39;12;138;1;Graduated;;1
44;20;138;2;Undergrad;;0
53;28;14;4;Undergrad;;0
42;18;145;2;Undergrad;;0
44;17;25;3;Graduated;;0
34;10;43;1;Undergrad;;0
47;22;93;1;Graduated;;0
53;29;90;2;Undergrad;;0
62;36;41;2;Advanced/Professional;;0
61;36;169;2;Advanced/Professional;;1
42;17;63;2;Advanced/Professional;;0
48;21;23;3;Graduated;;0
38;13;140;4;Undergrad;;1
41;15;75;1;Advanced/Professional;;0
57;32;13;4;Graduated;;0
31;7;10;1;Advanced/Professional;;0
39;15;100;1;Graduated;;0
48;22;85;3;Undergrad;;0
55;31;73;3;Undergrad;;0
29;4;130;2;Undergrad;;0
47;22;65;3;Graduated;;0
61;36;59;4;Undergrad;;0
60;34;31;2;Advanced/Professional;;0
34;10;134;1;Undergrad;;0
45;21;11;4;Undergrad;;0
60;35;32;1;Advanced/Professional;;0
25;0;53;2;Advanced/Professional;;0
41;17;28;1;Undergrad;;0
63;37;44;2;Advanced/Professional;;0
63;39;40;1;Undergrad;;0
43;19;40;3;Graduated;;0
58;32;163;2;Undergrad;;0
50;25;82;1;Advanced/Professional;;0
38;12;89;4;Graduated;;0
54;30;78;4;Graduated;;0
61;36;55;3;Advanced/Professional;;0
29;5;34;4;Graduated;;0
39;12;108;4;Graduated;;1
33;7;58;4;Graduated;;0
23;0;73;4;Undergrad;;0
56;31;54;4;Undergrad;;0
54;30;45;4;Graduated;;0
37;11;123;1;Graduated;;1
38;12;93;1;Undergrad;;0
34;9;102;4;Graduated;;0
53;29;39;3;Undergrad;;0
65;40;114;4;Graduated;;0
62;37;29;1;Advanced/Professional;;0
51;25;30;3;Graduated;;0
31;5;22;1;Advanced/Professional;;0
64;38;38;2;Undergrad;;0
39;15;41;2;Undergrad;;0
28;3;161;4;Advanced/Professional;;1
60;35;38;3;Graduated;;0
47;23;25;1;Advanced/Professional;;0
25;1;70;4;Undergrad;;0
44;19;201;2;Undergrad;;0
51;26;42;2;Advanced/Professional;;0
31;7;64;1;Undergrad;;0
32;7;28;4;Advanced/Professional;;0
51;25;119;1;Undergrad;;0
25;1;28;1;Advanced/Professional;;0
43;19;60;3;Advanced/Professional;;0
54;29;23;1;Graduated;;0
34;8;164;4;Advanced/Professional;;1
54;30;39;2;Undergrad;;0
42;17;19;2;Advanced/Professional;;0
46;20;72;2;Advanced/Professional;;0
62;37;41;3;Advanced/Professional;;0
31;5;32;2;Graduated;;0
30;5;69;1;Graduated;;0
52;28;23;3;Undergrad;;0
35;9;44;4;Undergrad;;0
60;36;32;3;Graduated;;0
58;34;25;2;Undergrad;;0
24;0;80;2;Advanced/Professional;;0
40;16;83;1;Graduated;;0
49;23;133;1;Undergrad;;0
43;18;89;1;Graduated;;0
33;7;81;2;Advanced/Professional;;0
36;11;44;2;Graduated;;0
62;36;119;2;Undergrad;;0
57;32;39;4;Undergrad;;0
64;38;40;2;Advanced/Professional;;0
52;26;79;3;Undergrad;;0
54;28;30;4;Graduated;;0
40;14;179;1;Advanced/Professional;;1
30;5;178;2;Undergrad;;0
55;30;82;4;Graduated;;0
39;13;50;2;Graduated;;0
55;30;64;2;Graduated;;0
28;4;129;1;Undergrad;;0
44;18;68;4;Undergrad;;0
46;21;30;1;Advanced/Professional;;0
61;36;48;3;Undergrad;;0
61;36;130;1;Undergrad;;0
45;20;40;1;Advanced/Professional;;0
38;14;105;2;Undergrad;;0
29;3;41;4;Undergrad;;0
52;28;168;3;Advanced/Professional;;1
38;14;80;2;Undergrad;;0
28;3;134;2;Undergrad;;0
34;9;49;1;Advanced/Professional;;0
35;9;63;2;Undergrad;;0
46;22;70;4;Undergrad;;0
63;37;32;3;Graduated;;0
33;9;14;3;Advanced/Professional;;0
38;14;111;2;Undergrad;;0
53;27;38;4;Graduated;;0
28;2;121;2;Undergrad;;0
44;18;90;4;Advanced/Professional;;0
58;31;178;2;Graduated;;1
38;14;20;4;Graduated;;0
48;24;61;2;Undergrad;;0
33;7;43;4;Undergrad;;0
66;42;39;1;Graduated;;0
59;34;60;4;Undergrad;;0
40;15;63;3;Undergrad;;0
36;11;8;4;Advanced/Professional;;0
62;38;52;4;Graduated;;0
51;27;92;4;Undergrad;;1
58;32;111;2;Undergrad;;0
52;26;71;1;Advanced/Professional;;0
41;16;25;2;Graduated;;0
31;5;34;1;Advanced/Professional;;0
28;3;74;3;Advanced/Professional;;0
57;31;120;2;Undergrad;;0
61;37;50;4;Graduated;;0
60;36;10;2;Undergrad;;0
56;29;45;4;Graduated;;0
49;23;29;4;Undergrad;;0
63;37;145;2;Undergrad;;0
49;23;100;2;Undergrad;;0
49;25;24;3;Undergrad;;0
32;8;60;1;Undergrad;;0
26;1;50;4;Graduated;;0
27;1;43;3;Graduated;;0
57;31;79;3;Undergrad;;0
29;5;44;3;Graduated;;0
56;30;31;4;Advanced/Professional;;0
59;35;14;2;Undergrad;;0
53;28;19;4;Undergrad;;0
54;29;111;1;Graduated;;1
56;30;90;1;Graduated;;0
50;25;21;2;Advanced/Professional;;0
51;25;104;1;Graduated;;1
53;27;75;1;Graduated;;0
37;12;175;2;Undergrad;;0
32;7;98;1;Undergrad;;1
49;23;41;4;Undergrad;;0
34;8;171;2;Graduated;;1
54;30;79;4;Graduated;;0
64;39;24;4;Graduated;;0
58;34;90;1;Graduated;;1
25;0;39;3;Graduated;;0
50;25;9;2;Undergrad;;0
38;13;15;2;Graduated;;0
48;24;80;1;Undergrad;;0
41;15;63;1;Advanced/Professional;;0
32;8;20;1;Advanced/Professional;;0
46;22;43;2;Advanced/Professional;;0
39;15;65;1;Advanced/Professional;;0
39;15;91;2;Graduated;;0
63;39;53;1;Undergrad;;0
58;32;110;3;Graduated;;0
28;4;82;3;Undergrad;;0
36;11;23;4;Advanced/Professional;;0
43;19;172;2;Undergrad;;0
36;12;88;2;Undergrad;;0
44;18;71;2;Advanced/Professional;;0
31;5;180;1;Advanced/Professional;;1
45;21;39;2;Advanced/Professional;;0
39;13;94;1;Advanced/Professional;;0
43;16;25;3;Graduated;;0
40;15;10;2;Advanced/Professional;;0
30;5;42;1;Undergrad;;0
58;33;142;2;Undergrad;;0
46;21;34;2;Undergrad;;0
35;10;139;1;Undergrad;;0
30;4;154;2;Undergrad;;0
34;8;40;2;Advanced/Professional;;0
62;32;33;1;Advanced/Professional;;0
58;34;80;2;Undergrad;;0
45;18;10;3;Graduated;;0
42;16;41;3;Advanced/Professional;;0
60;36;30;4;Undergrad;;0
55;29;78;1;Advanced/Professional;;0
45;21;164;1;Undergrad;;0
52;27;23;1;Advanced/Professional;;0
31;7;149;1;Undergrad;;0
60;34;25;4;Advanced/Professional;;0
33;9;42;1;Advanced/Professional;;0
37;11;71;1;Undergrad;;0
59;34;114;3;Graduated;;1
51;26;70;1;Graduated;;0
47;23;149;4;Undergrad;;1
60;33;55;4;Graduated;;0
61;36;29;1;Undergrad;;0
64;40;123;1;Undergrad;;0
46;20;152;1;Advanced/Professional;;1
31;7;8;4;Graduated;;0
57;32;69;4;Undergrad;;0
48;23;161;4;Advanced/Professional;;1
48;23;79;1;Graduated;;0
35;10;105;1;Undergrad;;0
33;8;39;3;Undergrad;;0
47;23;163;1;Undergrad;;0
46;20;9;1;Undergrad;;0
44;20;71;4;Advanced/Professional;;0
42;18;51;3;Advanced/Professional;;0
50;24;32;1;Advanced/Professional;;0
52;26;161;4;Undergrad;;1
53;27;60;1;Undergrad;;0
37;10;35;4;Graduated;;0
64;40;41;4;Graduated;;0
46;22;73;2;Undergrad;;0
57;33;49;4;Undergrad;;0
61;35;79;2;Undergrad;;0
42;18;120;2;Undergrad;;0
40;16;60;2;Undergrad;;0
33;8;78;3;Graduated;;0
50;26;40;4;Graduated;;0
52;26;110;2;Advanced/Professional;;1
35;11;160;4;Advanced/Professional;;1
57;32;68;4;Undergrad;;0
56;31;49;2;Advanced/Professional;;0
44;20;65;2;Undergrad;;0
23;0;55;3;Graduated;;0
33;8;62;3;Undergrad;;0
48;22;152;1;Undergrad;;0
45;18;42;3;Graduated;;0
54;28;39;4;Graduated;;0
42;17;111;3;Undergrad;;1
47;21;82;3;Undergrad;;0
61;36;108;4;Graduated;;0
53;27;59;2;Advanced/Professional;;0
56;30;61;3;Undergrad;;0
33;6;78;4;Graduated;;0
44;18;18;2;Advanced/Professional;;0
63;37;113;4;Advanced/Professional;;0
47;20;62;1;Graduated;;0
50;24;81;1;Undergrad;;0
49;25;13;3;Undergrad;;0
34;9;75;1;Undergrad;;0
40;14;33;2;Advanced/Professional;;0
38;13;179;1;Undergrad;;0
51;26;69;3;Graduated;;0
28;4;45;1;Advanced/Professional;;0
52;26;59;3;Graduated;;0
39;13;81;2;Undergrad;;0
29;5;133;1;Undergrad;;0
54;29;81;2;Advanced/Professional;;0
63;38;14;4;Graduated;;0
40;14;28;2;Advanced/Professional;;0
36;12;93;2;Undergrad;;0
45;20;191;3;Advanced/Professional;;1
61;37;155;1;Undergrad;;0
26;0;155;2;Undergrad;;0
33;8;68;4;Undergrad;;0
64;40;52;2;Undergrad;;0
43;17;51;1;Advanced/Professional;;0
24;0;44;4;Undergrad;;0
30;5;121;2;Undergrad;;0
60;36;49;4;Undergrad;;0
50;26;42;2;Advanced/Professional;;0
40;15;144;1;Undergrad;;0
31;6;72;1;Graduated;;0
30;4;44;1;Undergrad;;0
60;35;43;3;Advanced/Professional;;0
39;14;74;1;Graduated;;0
66;41;145;1;Undergrad;;0
65;41;158;2;Undergrad;;0
54;28;78;4;Undergrad;;0
54;29;154;1;Graduated;;1
35;9;105;2;Advanced/Professional;;0
32;7;100;3;Graduated;;0
63;39;58;1;Graduated;;0
60;35;113;1;Undergrad;;0
43;18;10;2;Graduated;;0
59;33;142;2;Undergrad;;0
62;37;128;1;Undergrad;;0
30;5;131;3;Advanced/Professional;;1
54;30;88;4;Graduated;;0
30;6;101;2;Undergrad;;0
31;1;70;2;Advanced/Professional;;0
44;20;122;1;Undergrad;;0
32;8;70;3;Undergrad;;0
63;38;148;2;Advanced/Professional;;1
57;32;43;2;Advanced/Professional;;0
60;30;31;1;Advanced/Professional;;0
37;11;35;2;Advanced/Professional;;0
53;27;81;4;Advanced/Professional;;0
51;25;19;1;Advanced/Professional;;0
30;5;98;4;Advanced/Professional;;0
28;2;101;4;Advanced/Professional;;0
50;24;81;2;Advanced/Professional;;0
52;27;135;1;Undergrad;;0
56;30;34;2;Graduated;;0
40;16;104;1;Undergrad;;0
64;38;29;3;Graduated;;0
61;36;119;2;Graduated;;1
46;20;82;2;Graduated;;0
55;29;62;1;Undergrad;;0
45;19;85;3;Undergrad;;0
40;15;8;2;Graduated;;0
63;37;78;4;Advanced/Professional;;0
57;32;44;3;Graduated;;0
38;14;122;2;Undergrad;;0
37;11;22;3;Graduated;;0
31;5;39;4;Graduated;;0
50;26;55;1;Graduated;;0
42;18;144;2;Undergrad;;0
51;27;71;1;Graduated;;0
38;13;191;2;Undergrad;;0
53;26;22;1;Graduated;;0
43;17;158;1;Undergrad;;0
35;9;131;3;Advanced/Professional;;1
49;24;75;1;Graduated;;0
28;4;69;3;Graduated;;0
51;27;39;2;Undergrad;;0
39;14;34;4;Undergrad;;0
31;7;32;1;Undergrad;;0
44;18;129;1;Undergrad;;0
46;20;158;3;Undergrad;;1
42;18;54;1;Undergrad;;0
41;17;34;1;Graduated;;0
23;0;45;4;Graduated;;0
59;33;68;2;Advanced/Professional;;0
47;21;53;1;Graduated;;0
48;23;32;1;Undergrad;;0
58;33;173;2;Advanced/Professional;;1
58;34;31;4;Undergrad;;0
54;29;72;2;Undergrad;;0
49;24;30;4;Graduated;;0
63;38;138;1;Undergrad;;0
62;37;18;1;Graduated;;0
45;19;69;1;Undergrad;;0
39;13;58;3;Undergrad;;0
58;34;63;4;Undergrad;;0
56;30;43;2;Undergrad;;0
29;5;28;1;Advanced/Professional;;0
33;9;38;1;Advanced/Professional;;0
55;29;72;3;Graduated;;0
56;31;64;4;Undergrad;;0
36;12;70;3;Graduated;;0
53;29;12;1;Undergrad;;0
57;31;159;2;Undergrad;;0
35;9;103;2;Advanced/Professional;;0
43;18;42;1;Advanced/Professional;;0
54;29;48;2;Advanced/Professional;;0
29;3;49;1;Undergrad;;0
39;14;89;2;Undergrad;;0
32;8;22;4;Graduated;;0
51;27;10;2;Undergrad;;0
50;25;38;1;Graduated;;0
54;29;49;2;Advanced/Professional;;0
38;12;30;2;Advanced/Professional;;0
32;7;82;1;Graduated;;0
62;37;82;1;Advanced/Professional;;0
57;33;24;1;Graduated;;0
47;23;32;4;Undergrad;;0
51;25;34;3;Advanced/Professional;;0
54;27;195;2;Graduated;;1
26;1;61;4;Undergrad;;0
37;11;22;3;Graduated;;0
27;0;40;4;Advanced/Professional;;0
63;38;50;2;Undergrad;;0
62;36;35;2;Advanced/Professional;;0
59;33;64;3;Graduated;;0
32;7;49;3;Undergrad;;0
35;8;44;4;Graduated;;0
56;31;65;2;Undergrad;;0
55;31;13;4;Undergrad;;0
31;5;84;1;Advanced/Professional;;0
54;29;28;4;Graduated;;0
58;32;108;3;Undergrad;;0
48;24;59;1;Undergrad;;0
48;22;163;1;Undergrad;;0
33;9;183;2;Advanced/Professional;;1
36;6;69;4;Advanced/Professional;;0
41;16;115;1;Undergrad;;0
55;31;130;4;Undergrad;;1
63;37;185;2;Graduated;;1
53;29;118;2;Undergrad;;0
38;13;163;1;Undergrad;;0
46;20;140;2;Undergrad;;0
59;33;91;2;Graduated;;0
56;31;61;4;Advanced/Professional;;0
59;35;168;4;Graduated;;1
39;13;69;3;Graduated;;0
47;21;22;1;Undergrad;;0
47;22;53;1;Undergrad;;0
53;26;25;2;Graduated;;0
36;9;115;4;Graduated;;1
34;9;31;4;Advanced/Professional;;0
36;10;83;1;Advanced/Professional;;0
60;34;152;2;Undergrad;;0
45;20;30;1;Undergrad;;0
27;3;34;1;Advanced/Professional;;0
47;22;44;1;Advanced/Professional;;0
44;20;182;2;Undergrad;;0
54;30;44;3;Undergrad;;0
57;33;122;2;Undergrad;;0
52;26;35;4;Undergrad;;0
51;25;91;1;Advanced/Professional;;0
57;32;30;2;Graduated;;0
65;39;53;1;Advanced/Professional;;0
58;33;28;1;Advanced/Professional;;0
64;39;85;4;Graduated;;0
52;26;28;2;Graduated;;0
58;34;41;4;Undergrad;;0
52;22;154;1;Advanced/Professional;;1
43;18;41;1;Advanced/Professional;;0
56;32;33;3;Undergrad;;0
37;12;182;3;Advanced/Professional;;1
53;27;59;2;Advanced/Professional;;0
27;2;129;2;Undergrad;;0
53;27;35;3;Advanced/Professional;;0
42;16;185;3;Graduated;;1
58;34;45;4;Graduated;;0
36;12;62;4;Graduated;;0
53;28;183;3;Advanced/Professional;;1
48;22;14;2;Advanced/Professional;;0
54;28;53;1;Advanced/Professional;;0
26;1;48;3;Advanced/Professional;;0
50;26;128;2;Undergrad;;0
31;7;105;1;Undergrad;;0
35;9;40;3;Undergrad;;0
63;37;10;2;Undergrad;;0
29;4;102;2;Undergrad;;0
57;32;31;3;Graduated;;0
30;5;30;4;Undergrad;;0
33;7;21;1;Advanced/Professional;;0
62;36;44;2;Undergrad;;0
35;10;48;1;Advanced/Professional;;0
37;11;21;3;Graduated;;0
37;11;84;4;Graduated;;0
35;10;64;3;Graduated;;0
35;9;82;1;Undergrad;;0
59;35;39;4;Undergrad;;0
53;27;45;2;Advanced/Professional;;0
45;21;133;4;Advanced/Professional;;1
46;22;152;2;Undergrad;;0
40;16;12;1;Undergrad;;0
42;16;32;3;Undergrad;;0
25;1;74;4;Undergrad;;0
39;14;54;2;Graduated;;0
30;6;181;3;Graduated;;1
58;33;75;2;Advanced/Professional;;0
41;15;95;3;Undergrad;;0
37;11;190;4;Graduated;;1
36;11;90;1;Undergrad;;0
27;3;20;4;Undergrad;;0
60;34;64;3;Advanced/Professional;;0
62;36;85;2;Advanced/Professional;;0
67;43;105;4;Graduated;;0
44;18;21;1;Undergrad;;0
24;0;78;2;Graduated;;0
45;21;158;2;Undergrad;;0
58;34;125;1;Undergrad;;0
61;36;81;3;Graduated;;0
54;29;183;1;Undergrad;;0
28;3;54;4;Graduated;;0
49;24;79;4;Advanced/Professional;;0
35;11;38;1;Graduated;;0
36;10;172;4;Graduated;;1
34;8;184;3;Undergrad;;1
36;11;158;2;Undergrad;;0
35;11;188;1;Advanced/Professional;;1
27;2;20;4;Advanced/Professional;;0
42;18;60;4;Advanced/Professional;;0
65;39;113;4;Advanced/Professional;;0
29;5;70;4;Undergrad;;0
65;41;84;2;Advanced/Professional;;0
59;33;23;2;Advanced/Professional;;0
46;22;141;2;Undergrad;;0
59;33;110;3;Undergrad;;0
52;26;31;4;Undergrad;;0
60;35;22;1;Undergrad;;0
43;17;91;1;Undergrad;;0
65;39;82;4;Advanced/Professional;;0
50;26;23;1;Undergrad;;0
48;23;35;1;Undergrad;;0
49;25;114;1;Advanced/Professional;;1
58;33;18;3;Graduated;;0
24;0;80;2;Advanced/Professional;;0
58;32;74;2;Advanced/Professional;;0
45;19;122;4;Graduated;;1
42;15;73;3;Graduated;;0
64;40;40;2;Undergrad;;0
49;25;55;4;Advanced/Professional;;0
55;31;69;1;Graduated;;0
40;14;92;4;Graduated;;0
28;2;48;4;Advanced/Professional;;0
57;31;113;4;Advanced/Professional;;1
50;25;58;1;Graduated;;0
40;16;109;2;Undergrad;;0
55;28;39;3;Graduated;;0
53;29;33;3;Graduated;;0
48;24;18;4;Undergrad;;0
59;33;63;1;Undergrad;;0
58;32;43;1;Graduated;;0
38;14;70;4;Advanced/Professional;;0
49;25;19;1;Advanced/Professional;;0
60;36;39;4;Graduated;;0
54;28;81;3;Undergrad;;0
28;2;34;4;Advanced/Professional;;0
27;1;140;1;Graduated;;1
42;18;114;1;Undergrad;;0
52;28;55;2;Advanced/Professional;;0
54;30;21;1;Graduated;;0
56;30;50;4;Graduated;;0
58;34;41;3;Undergrad;;0
56;32;190;3;Undergrad;;1
64;40;8;2;Advanced/Professional;;0
35;8;55;2;Graduated;;0
45;20;40;2;Undergrad;;0
57;32;22;3;Graduated;;0
35;8;44;2;Graduated;;0
46;22;102;3;Advanced/Professional;;1
30;4;54;4;Advanced/Professional;;0
44;20;130;4;Graduated;;1
39;12;75;3;Graduated;;0
42;18;42;2;Undergrad;;0
34;9;133;1;Undergrad;;0
46;20;40;1;Graduated;;0
55;31;34;3;Undergrad;;0
28;3;142;1;Undergrad;;0
35;10;64;3;Undergrad;;0
60;35;44;2;Advanced/Professional;;0
50;24;95;1;Undergrad;;0
52;26;49;1;Advanced/Professional;;0
51;27;12;2;Undergrad;;0
51;26;98;1;Advanced/Professional;;0
59;35;42;4;Undergrad;;0
53;28;44;2;Advanced/Professional;;0
43;17;124;1;Undergrad;;0
31;6;175;2;Undergrad;;0
32;6;22;4;Undergrad;;0
41;17;78;4;Undergrad;;0
31;4;54;2;Graduated;;0
41;16;154;1;Undergrad;;0
47;22;42;3;Graduated;;0
37;13;195;2;Undergrad;;0
53;23;80;1;Advanced/Professional;;0
49;22;81;3;Graduated;;0
62;36;89;2;Undergrad;;0
33;9;61;3;Graduated;;0
54;24;25;4;Advanced/Professional;;0
27;3;43;3;Graduated;;0
60;35;122;1;Undergrad;;0
29;5;160;1;Undergrad;;0
56;32;83;4;Graduated;;0
55;30;79;2;Advanced/Professional;;0
45;19;30;3;Graduated;;0
33;9;145;1;Undergrad;;0
45;21;151;2;Undergrad;;0
44;18;14;2;Advanced/Professional;;0
37;11;19;3;Graduated;;0
42;16;55;1;Advanced/Professional;;0
26;2;132;2;Advanced/Professional;;1
33;8;182;1;Undergrad;;0
61;36;78;3;Undergrad;;0
31;7;42;1;Graduated;;0
54;29;44;2;Advanced/Professional;;0
62;38;195;4;Advanced/Professional;;1
61;36;53;3;Graduated;;0
66;41;65;3;Undergrad;;0
38;12;43;4;Undergrad;;0
55;29;38;4;Advanced/Professional;;0
60;36;50;1;Advanced/Professional;;0
23;0;81;2;Graduated;;0
29;3;41;1;Advanced/Professional;;0
35;10;73;3;Undergrad;;0
53;27;31;2;Advanced/Professional;;0
32;7;84;3;Graduated;;0
38;14;95;2;Undergrad;;0
44;18;162;4;Undergrad;;1
43;18;60;2;Advanced/Professional;;0
54;30;121;2;Advanced/Professional;;1
52;25;43;3;Graduated;;0
31;7;38;1;Graduated;;0
47;22;82;1;Undergrad;;0
42;18;52;4;Undergrad;;0
57;33;43;3;Undergrad;;0
33;8;82;1;Graduated;;0
35;10;161;1;Undergrad;;0
56;30;24;2;Graduated;;0
57;32;102;1;Undergrad;;0
25;0;53;3;Graduated;;0
53;28;85;1;Undergrad;;0
59;33;111;3;Undergrad;;0
56;32;90;2;Undergrad;;0
54;28;94;2;Undergrad;;0
48;23;63;4;Advanced/Professional;;0
55;30;153;2;Graduated;;1
33;7;39;2;Advanced/Professional;;0
46;21;205;2;Undergrad;;0
42;18;142;1;Undergrad;;0
49;25;163;2;Undergrad;;0
42;17;113;3;Undergrad;;0
46;21;64;1;Undergrad;;0
65;40;20;3;Advanced/Professional;;0
50;24;179;1;Undergrad;;0
54;24;91;2;Advanced/Professional;;0
42;18;103;1;Undergrad;;1
57;33;80;4;Graduated;;0
61;35;38;2;Undergrad;;0
60;34;44;1;Undergrad;;0
40;14;164;1;Graduated;;1
33;7;81;3;Undergrad;;0
37;13;95;2;Graduated;;0
52;28;44;3;Graduated;;0
33;7;88;3;Undergrad;;0
62;36;148;3;Graduated;;1
62;37;169;3;Graduated;;1
63;37;11;1;Graduated;;0
55;25;92;1;Advanced/Professional;;0
33;9;74;3;Graduated;;0
25;1;72;3;Undergrad;;0
55;31;63;3;Undergrad;;0
29;3;172;2;Undergrad;;0
45;21;183;2;Undergrad;;0
60;34;40;1;Advanced/Professional;;0
44;18;68;4;Undergrad;;0
48;23;78;4;Advanced/Professional;;0
57;32;68;2;Undergrad;;0
58;32;49;1;Undergrad;;0
58;33;39;2;Advanced/Professional;;0
44;20;151;1;Undergrad;;0
54;28;159;2;Undergrad;;0
59;33;89;4;Graduated;;0
63;37;105;4;Advanced/Professional;;0
61;35;78;2;Undergrad;;0
58;32;128;2;Undergrad;;0
44;20;81;4;Undergrad;;0
53;29;50;4;Advanced/Professional;;0
63;39;38;3;Advanced/Professional;;0
41;17;119;2;Undergrad;;0
50;26;110;3;Graduated;;0
51;25;29;1;Advanced/Professional;;0
47;22;19;1;Advanced/Professional;;0
43;19;130;2;Advanced/Professional;;1
46;21;38;1;Undergrad;;0
50;24;31;1;Advanced/Professional;;0
33;9;14;4;Graduated;;0
27;2;158;3;Graduated;;1
34;8;39;4;Undergrad;;0
34;9;141;2;Advanced/Professional;;1
28;2;33;3;Undergrad;;0
29;5;92;2;Undergrad;;0
52;26;78;3;Graduated;;0
47;22;42;3;Graduated;;0
41;16;15;2;Graduated;;0
58;32;48;1;Graduated;;0
37;12;63;3;Undergrad;;0
57;33;149;1;Undergrad;;0
63;39;49;1;Undergrad;;0
60;35;125;2;Undergrad;;0
50;25;58;1;Graduated;;0
60;35;48;3;Undergrad;;0
54;30;75;2;Advanced/Professional;;0
28;4;114;2;Undergrad;;0
45;21;;4;Graduated;;1
28;2;;4;Advanced/Professional;;0
54;29;;4;Graduated;;0
42;18;;1;Undergrad;;0
30;4;;2;Undergrad;;0
61;36;;1;Undergrad;;0
64;38;;4;Advanced/Professional;;1
38;13;;1;Advanced/Professional;;0
39;14;;1;Graduated;;0
54;29;;4;Advanced/Professional;;0
59;33;;3;Undergrad;;0
39;15;;1;Undergrad;;0
63;33;;4;Advanced/Professional;;0
31;5;;1;Advanced/Professional;;0
56;26;;2;Advanced/Professional;;0
47;20;;1;Graduated;;0
28;3;;2;Graduated;;0
32;8;;4;Graduated;;0
54;30;;2;Advanced/Professional;;0
29;5;;1;Undergrad;;0
39;15;;1;Advanced/Professional;;0
26;0;;2;Advanced/Professional;;0
29;0;;2;Advanced/Professional;;0
46;21;;1;Undergrad;;0
38;13;;3;Advanced/Professional;;0
55;31;;2;Undergrad;;0
48;22;;3;Graduated;;0
36;10;;2;Advanced/Professional;;0
39;13;40;3;Advanced/Professional;;0
40;16;78;4;Undergrad;;0
26;0;129;3;Graduated;;1
55;29;71;3;Graduated;;0
61;35;23;3;Advanced/Professional;;0
57;33;15;2;Undergrad;;0
56;31;28;1;Undergrad;;0
31;5;23;3;Undergrad;;0
61;31;19;1;Advanced/Professional;;0
58;32;42;3;Advanced/Professional;;0
43;18;113;2;Undergrad;;0
29;5;34;4;Graduated;;0
50;23;19;1;Graduated;;0
49;25;43;1;Graduated;;0
43;18;179;3;Undergrad;;1
58;32;44;3;Advanced/Professional;;0
41;16;21;2;Graduated;;0
65;40;115;1;Undergrad;;0
52;27;81;4;Graduated;;0
55;31;91;2;Undergrad;;0
49;25;30;4;Graduated;;0
52;22;55;3;Advanced/Professional;;0
56;31;48;2;Advanced/Professional;;0
30;4;23;4;Graduated;;0
36;10;21;3;Graduated;;0
41;17;55;2;Undergrad;;0
42;15;21;3;Graduated;;0
60;34;40;3;Advanced/Professional;;0
44;20;30;4;Undergrad;;0
34;9;78;3;Graduated;;0
56;32;65;2;Advanced/Professional;;0
31;5;50;4;Advanced/Professional;;0
29;4;55;4;Graduated;;0
31;5;111;2;Undergrad;;0
36;10;21;3;Graduated;;0
42;16;65;3;Advanced/Professional;;0
64;39;114;1;Advanced/Professional;;0
61;36;54;3;Advanced/Professional;;0
35;11;75;2;Graduated;;0
28;2;13;4;Undergrad;;0
38;14;54;2;Advanced/Professional;;0
