Idade;Anos_experiencia;Renda;Familia;Educacao;Hipoteca;Cartao_credito;Emprestimo_pessoal
57;32;64,0;3;Advanced/Professional;0;;0
62;32;53,0;4;Advanced/Professional;142;;0
39;9;118,0;2;Advanced/Professional;246;;1
38;13;19,0;2;Graduated;120;;0
54;28;31,0;2;Advanced/Professional;0;;0
45;21;63,0;1;Advanced/Professional;245;;0
39;15;25,0;1;Advanced/Professional;0;;0
45;19;22,0;1;Undergrad;0;;0
62;38;78,0;1;Advanced/Professional;0;;0
43;19;81,0;1;Undergrad;218;;0
30;6;41,0;1;Graduated;0;;0
35;10;62,0;3;Undergrad;0;;0
58;34;35,0;1;Advanced/Professional;0;;0
44;19;30,0;1;Advanced/Professional;0;;0
56;29;51,0;3;Graduated;0;;0
28;2;140,0;2;Undergrad;0;;0
64;39;73,0;3;Undergrad;185;;0
63;39;40,0;4;Graduated;0;;0
44;20;69,0;1;Advanced/Professional;0;;0
34;9;191,0;1;Advanced/Professional;0;;1
50;24;82,0;3;Graduated;0;;0
51;25;181,0;1;Advanced/Professional;589;;1
30;4;38,0;1;Advanced/Professional;0;;0
55;31;23,0;2;Undergrad;0;;0
57;33;55,0;1;Advanced/Professional;0;;0
43;19;58,0;2;Undergrad;0;;0
61;36;29,0;2;Graduated;0;;0
49;23;39,0;4;Undergrad;0;;0
52;28;39,0;3;Graduated;83;;0
57;33;30,0;3;Undergrad;151;;0
53;23;58,0;4;Advanced/Professional;0;;0
52;28;62,0;1;Advanced/Professional;231;;0
39;15;62,0;4;Undergrad;86;;0
58;34;19,0;1;Advanced/Professional;0;;0
36;12;38,0;1;Graduated;0;;0
45;21;84,0;4;Advanced/Professional;0;;0
30;5;78,0;1;Graduated;0;;0
49;25;22,0;4;Undergrad;83;;0
44;20;81,0;4;Advanced/Professional;277;;0
43;17;32,0;3;Graduated;0;;0
42;18;89,0;4;Undergrad;184;;0
29;4;121,0;2;Undergrad;0;;0
28;2;42,0;1;Undergrad;0;;0
50;24;130,0;1;Undergrad;0;;0
44;19;30,0;4;Graduated;0;;0
52;26;114,0;1;Undergrad;0;;0
28;4;155,0;1;Undergrad;0;;0
62;38;50,0;2;Undergrad;0;;0
34;10;34,0;1;Graduated;111;;0
45;20;94,0;3;Advanced/Professional;0;;0
52;26;114,0;2;Graduated;0;;0
43;18;89,0;3;Advanced/Professional;108;;0
54;24;49,0;1;Advanced/Professional;0;;0
64;38;115,0;1;Undergrad;0;;0
27;3;148,0;1;Undergrad;397;;0
42;17;72,0;4;Graduated;203;;0
28;2;114,0;4;Advanced/Professional;0;;0
47;22;11,0;2;Undergrad;78;;0
39;13;63,0;4;Advanced/Professional;242;;0
29;3;113,0;2;Undergrad;0;;0
39;13;80,0;2;Undergrad;0;;0
41;15;54,0;3;Advanced/Professional;0;;0
37;11;32,0;2;Advanced/Professional;0;;0
41;17;11,0;1;Undergrad;0;;0
45;19;141,0;1;Undergrad;0;;0
52;26;84,0;3;Graduated;0;;0
58;33;18,0;3;Graduated;110;;0
31;5;20,0;2;Undergrad;0;;0
26;1;55,0;4;Graduated;175;;0
31;7;31,0;4;Graduated;79;;0
42;17;114,0;2;Undergrad;0;;0
56;31;52,0;3;Graduated;0;;0
52;28;18,0;1;Undergrad;120;;0
59;35;55,0;1;Advanced/Professional;0;;0
32;8;29,0;1;Advanced/Professional;76;;0
46;22;30,0;3;Undergrad;0;;0
52;28;38,0;2;Undergrad;0;;0
30;5;122,0;2;Undergrad;0;;0
32;8;183,0;1;Undergrad;0;;0
35;11;41,0;1;Graduated;0;;0
49;24;38,0;1;Advanced/Professional;0;;0
54;30;61,0;1;Advanced/Professional;0;;0
56;32;103,0;3;Advanced/Professional;0;;1
48;22;80,0;2;Graduated;0;;0
28;2;22,0;1;Graduated;0;;0
44;17;128,0;2;Graduated;0;;1
30;4;142,0;3;Undergrad;359;;1
44;20;124,0;1;Undergrad;0;;0
30;4;44,0;1;Advanced/Professional;143;;0
47;23;170,0;2;Graduated;0;;1
64;39;75,0;4;Graduated;0;;0
48;21;78,0;3;Graduated;0;;0
63;38;31,0;1;Advanced/Professional;125;;0
25;0;99,0;1;Undergrad;323;;0
61;36;41,0;2;Undergrad;0;;0
46;21;39,0;4;Graduated;0;;0
57;31;51,0;1;Undergrad;0;1;0
40;15;52,0;3;Advanced/Professional;113;0;0
49;19;169,0;3;Advanced/Professional;167;1;1
30;5;141,0;1;Undergrad;0;0;0
41;17;93,0;4;Undergrad;218;0;0
42;15;14,0;3;Graduated;0;0;0
63;39;160,0;2;Undergrad;0;1;0
43;17;44,0;1;Undergrad;0;0;0
59;34;33,0;3;Undergrad;0;0;0
46;20;103,0;4;Advanced/Professional;0;0;1
33;3;71,0;4;Advanced/Professional;236;0;0
55;29;55,0;1;Undergrad;151;0;0
36;12;113,0;4;Undergrad;0;0;1
47;20;79,0;3;Graduated;185;0;0
59;33;80,0;2;Graduated;0;0;0
38;12;179,0;2;Undergrad;380;0;0
42;17;9,0;2;Advanced/Professional;0;0;0
30;3;61,0;4;Graduated;0;0;0
63;38;111,0;2;Undergrad;207;1;0
60;35;80,0;3;Undergrad;0;0;0
62;37;32,0;3;Undergrad;0;1;0
49;23;83,0;1;Undergrad;0;1;0
59;33;91,0;4;Graduated;329;0;0
36;10;29,0;4;Undergrad;0;1;0
46;19;19,0;3;Graduated;0;0;0
35;8;52,0;2;Graduated;0;1;0
50;24;150,0;1;Undergrad;0;1;0
51;25;32,0;2;Advanced/Professional;0;0;0
41;16;91,0;3;Advanced/Professional;0;0;0
45;20;180,0;3;Graduated;535;0;1
41;17;121,0;1;Undergrad;0;0;0
57;32;25,0;2;Advanced/Professional;0;1;0
51;25;102,0;1;Undergrad;0;0;0
52;28;44,0;4;Graduated;107;0;0
43;16;161,0;3;Graduated;0;1;1
63;38;134,0;3;Graduated;0;1;1
28;4;43,0;1;Graduated;0;1;0
43;18;94,0;4;Graduated;0;0;0
41;15;29,0;2;Advanced/Professional;98;0;0
34;8;38,0;4;Undergrad;0;0;0
28;3;120,0;1;Undergrad;170;0;0
58;32;85,0;2;Undergrad;161;1;0
39;15;89,0;2;Undergrad;0;0;0
49;23;25,0;1;Advanced/Professional;0;0;0
33;8;20,0;3;Undergrad;83;1;0
37;12;125,0;2;Undergrad;0;1;0
33;7;18,0;1;Advanced/Professional;0;0;0
28;3;173,0;2;Undergrad;222;0;0
54;29;34,0;4;Advanced/Professional;0;1;0
63;38;159,0;4;Graduated;111;0;1
57;31;55,0;3;Undergrad;219;1;0
56;30;32,0;2;Advanced/Professional;0;0;0
54;29;65,0;4;Advanced/Professional;0;1;0
29;5;83,0;3;Undergrad;0;1;0
41;16;30,0;2;Graduated;0;1;0
58;32;180,0;1;Undergrad;0;1;0
61;37;13,0;2;Advanced/Professional;0;0;0
30;4;35,0;4;Undergrad;0;1;0
62;37;95,0;3;Undergrad;0;0;0
52;28;83,0;1;Undergrad;0;0;0
29;3;39,0;4;Undergrad;137;1;0
46;20;54,0;1;Advanced/Professional;154;1;0
52;27;81,0;1;Advanced/Professional;293;1;0
40;16;53,0;4;Advanced/Professional;0;0;0
49;23;119,0;1;Undergrad;398;0;0
34;9;160,0;4;Advanced/Professional;0;1;1
35;11;21,0;2;Graduated;0;0;0
26;2;40,0;1;Advanced/Professional;0;0;0
65;40;69,0;4;Graduated;0;0;0
52;27;45,0;1;Graduated;0;0;0
32;7;55,0;4;Graduated;0;0;0
31;7;38,0;1;Advanced/Professional;0;0;0
36;9;44,0;4;Graduated;101;0;0
50;24;45,0;3;Graduated;117;0;0
36;12;84,0;1;Graduated;0;1;0
51;27;188,0;2;Graduated;343;0;1
39;9;29,0;3;Advanced/Professional;151;0;0
53;29;95,0;1;Graduated;0;0;0
50;25;79,0;1;Undergrad;307;1;0
31;4;41,0;1;Graduated;0;0;0
53;23;19,0;4;Advanced/Professional;84;0;0
48;23;75,0;4;Advanced/Professional;0;1;0
57;31;64,0;3;Undergrad;208;1;0
47;21;174,0;4;Advanced/Professional;0;0;1
55;29;54,0;2;Advanced/Professional;93;0;0
37;11;14,0;3;Graduated;113;0;0
59;35;94,0;1;Undergrad;272;0;0
53;29;10,0;2;Undergrad;0;0;0
31;6;145,0;1;Undergrad;84;0;0
35;5;203,0;1;Advanced/Professional;0;0;1
25;0;81,0;2;Advanced/Professional;0;1;0
37;13;153,0;2;Undergrad;0;1;0
40;14;58,0;4;Advanced/Professional;0;0;0
31;5;49,0;4;Advanced/Professional;0;1;0
62;38;132,0;1;Undergrad;0;0;0
41;17;85,0;4;Advanced/Professional;229;0;0
56;32;85,0;3;Undergrad;0;0;0
47;23;178,0;1;Advanced/Professional;0;0;1
28;4;104,0;3;Undergrad;0;0;0
60;34;40,0;1;Undergrad;0;0;0
27;2;103,0;1;Undergrad;120;0;0
57;33;25,0;2;Undergrad;0;0;0
62;36;69,0;2;Advanced/Professional;0;0;0
57;31;30,0;3;Undergrad;0;0;0
44;17;70,0;3;Graduated;0;0;0
31;7;15,0;3;Advanced/Professional;0;0;0
31;5;125,0;2;Undergrad;0;1;0
39;13;50,0;3;Advanced/Professional;0;0;0
41;17;44,0;1;Advanced/Professional;0;0;0
41;17;38,0;4;Graduated;180;1;0
55;29;64,0;3;Undergrad;119;1;0
28;2;9,0;1;Graduated;0;0;0
35;9;44,0;3;Undergrad;89;0;0
44;20;93,0;4;Undergrad;101;0;0
44;19;83,0;4;Undergrad;141;0;0
40;14;179,0;2;Undergrad;0;0;0
65;40;40,0;1;Advanced/Professional;0;0;0
35;10;58,0;4;Advanced/Professional;232;0;0
55;31;74,0;3;Undergrad;0;1;0
55;31;15,0;1;Undergrad;0;0;0
59;35;11,0;2;Undergrad;0;1;0
39;15;41,0;1;Graduated;176;0;0
50;24;68,0;1;Graduated;120;1;0
45;15;28,0;1;Advanced/Professional;0;0;0
50;26;115,0;1;Advanced/Professional;0;1;1
65;40;83,0;4;Graduated;247;0;0
36;11;40,0;2;Graduated;166;0;0
57;32;113,0;1;Advanced/Professional;0;0;0
53;27;89,0;1;Advanced/Professional;0;0;0
28;4;38,0;4;Undergrad;0;0;0
55;31;62,0;4;Undergrad;0;0;0
56;31;65,0;3;Undergrad;109;0;0
33;6;168,0;3;Graduated;0;0;1
57;32;40,0;3;Undergrad;0;1;0
27;3;30,0;1;Advanced/Professional;80;0;0
27;3;20,0;4;Undergrad;0;0;0
54;30;58,0;2;Advanced/Professional;0;0;0
48;22;150,0;1;Undergrad;193;0;0
62;38;54,0;1;Undergrad;0;1;0
41;16;19,0;2;Graduated;105;0;0
62;38;30,0;3;Advanced/Professional;128;0;0
40;14;123,0;1;Undergrad;0;0;0
32;8;45,0;1;Graduated;0;0;0
62;38;154,0;1;Undergrad;0;0;0
35;11;93,0;2;Undergrad;0;1;0
25;0;71,0;4;Undergrad;78;0;0
50;25;83,0;4;Undergrad;0;1;1
61;35;99,0;1;Advanced/Professional;255;1;1
43;17;55,0;3;Graduated;0;0;0
52;28;38,0;4;Graduated;95;1;0
39;13;74,0;3;Graduated;155;0;0
33;3;69,0;4;Advanced/Professional;0;0;0
27;3;104,0;2;Undergrad;184;0;0
27;0;38,0;4;Advanced/Professional;154;0;0
32;8;25,0;3;Advanced/Professional;0;1;0
65;40;162,0;1;Undergrad;0;0;0
55;29;64,0;4;Advanced/Professional;0;0;0
52;27;30,0;2;Graduated;0;1;0
39;13;52,0;3;Advanced/Professional;0;1;0
35;11;42,0;1;Advanced/Professional;0;0;0
39;15;79,0;2;Graduated;219;0;0
34;10;34,0;1;Undergrad;164;0;0
30;5;123,0;2;Undergrad;0;0;0
37;12;160,0;2;Undergrad;0;0;0
41;14;51,0;3;Graduated;0;0;0
31;7;108,0;1;Undergrad;0;0;0
37;13;158,0;2;Graduated;0;1;1
49;23;68,0;1;Graduated;0;0;0
58;33;42,0;2;Advanced/Professional;0;0;0
45;15;32,0;1;Advanced/Professional;105;0;0
40;14;22,0;2;Advanced/Professional;0;0;0
34;8;29,0;2;Advanced/Professional;0;1;0
62;36;183,0;2;Advanced/Professional;0;0;1
54;30;69,0;1;Advanced/Professional;0;1;0
26;2;92,0;2;Undergrad;0;0;0
54;30;40,0;2;Advanced/Professional;0;0;0
29;4;9,0;4;Advanced/Professional;86;1;0
48;23;128,0;1;Undergrad;0;1;0
27;3;110,0;2;Undergrad;294;1;0
42;18;171,0;2;Undergrad;0;0;0
25;1;13,0;4;Undergrad;95;1;0
45;19;25,0;2;Advanced/Professional;102;0;0
34;9;123,0;1;Graduated;0;0;1
51;27;33,0;4;Undergrad;83;0;0
51;24;189,0;4;Graduated;0;0;1
60;35;34,0;1;Advanced/Professional;0;0;0
59;35;58,0;1;Graduated;0;0;0
49;24;51,0;1;Graduated;98;1;0
50;25;29,0;2;Undergrad;0;0;0
41;16;111,0;2;Undergrad;0;0;0
49;24;43,0;4;Advanced/Professional;0;0;0
50;25;130,0;1;Undergrad;311;0;0
63;37;20,0;2;Undergrad;76;0;0
63;37;101,0;2;Undergrad;0;0;0
33;7;48,0;4;Graduated;207;0;0
38;12;180,0;1;Advanced/Professional;158;0;1
64;40;92,0;2;Advanced/Professional;185;0;0
36;10;33,0;3;Undergrad;0;0;0
58;33;51,0;2;Graduated;0;0;0
39;14;31,0;2;Graduated;94;1;0
46;22;83,0;1;Undergrad;0;0;0
61;37;45,0;1;Undergrad;0;0;0
53;27;89,0;1;Advanced/Professional;146;1;0
28;3;193,0;3;Graduated;0;0;1
64;40;89,0;1;Undergrad;0;0;0
48;24;162,0;4;Graduated;446;0;1
38;13;9,0;2;Graduated;0;0;0
52;22;58,0;4;Advanced/Professional;223;0;0
65;40;80,0;1;Advanced/Professional;0;0;0
59;33;73,0;2;Advanced/Professional;0;1;0
45;20;41,0;1;Undergrad;0;0;0
53;28;74,0;3;Graduated;0;0;0
38;12;29,0;2;Advanced/Professional;0;0;0
54;24;25,0;4;Advanced/Professional;115;0;0
25;1;98,0;1;Undergrad;0;0;0
61;35;59,0;4;Graduated;0;1;0
48;23;43,0;4;Advanced/Professional;0;0;0
46;22;72,0;4;Graduated;149;1;0
36;11;183,0;1;Advanced/Professional;0;1;1
46;20;134,0;1;Undergrad;146;0;0
59;33;140,0;2;Undergrad;262;0;0
59;35;39,0;1;Advanced/Professional;0;0;0
36;12;35,0;4;Graduated;0;0;0
63;37;141,0;2;Undergrad;0;1;0
51;24;23,0;1;Graduated;0;0;0
30;5;134,0;1;Undergrad;0;1;0
48;22;35,0;1;Advanced/Professional;0;0;0
55;29;42,0;4;Undergrad;0;0;0
41;17;81,0;4;Advanced/Professional;167;0;0
26;0;14,0;4;Undergrad;94;0;0
41;17;45,0;1;Undergrad;172;0;0
54;28;79,0;3;Graduated;150;1;0
57;31;53,0;1;Graduated;120;0;0
54;28;33,0;2;Graduated;0;1;0
35;11;190,0;3;Graduated;266;0;1
60;34;60,0;1;Advanced/Professional;103;0;0
63;37;8,0;1;Graduated;97;0;0
41;14;38,0;3;Graduated;150;0;0
46;22;154,0;1;Undergrad;0;0;0
31;5;54,0;4;Graduated;0;0;0
58;32;41,0;3;Undergrad;0;0;0
59;35;25,0;2;Undergrad;75;0;0
46;22;53,0;2;Undergrad;109;0;0
33;9;79,0;1;Undergrad;0;0;0
56;31;13,0;4;Graduated;76;1;0
47;23;130,0;2;Undergrad;0;0;0
59;33;93,0;2;Graduated;0;0;0
24;0;82,0;3;Undergrad;0;0;0
39;14;15,0;2;Graduated;92;0;0
30;3;150,0;4;Graduated;0;0;1
55;29;131,0;2;Graduated;0;1;1
47;21;28,0;3;Undergrad;0;0;0
35;11;9,0;4;Graduated;0;0;0
47;23;88,0;4;Graduated;0;0;0
38;13;143,0;1;Undergrad;0;0;0
38;13;168,0;2;Advanced/Professional;0;0;1
27;3;105,0;1;Graduated;0;0;1
42;18;62,0;3;Advanced/Professional;0;0;0
26;2;51,0;4;Undergrad;0;0;0
60;34;101,0;3;Undergrad;0;1;0
27;3;90,0;3;Undergrad;0;0;0
27;1;83,0;4;Advanced/Professional;0;1;0
40;15;21,0;2;Advanced/Professional;0;0;0
40;16;115,0;1;Undergrad;0;0;0
29;3;172,0;4;Undergrad;0;0;1
30;6;32,0;2;Graduated;0;0;0
30;4;204,0;2;Undergrad;0;0;0
47;23;34,0;4;Undergrad;0;1;0
33;7;30,0;2;Advanced/Professional;132;0;0
57;32;31,0;3;Graduated;0;1;0
38;14;90,0;2;Undergrad;0;1;0
54;28;79,0;4;Advanced/Professional;0;0;0
47;23;22,0;4;Undergrad;0;1;0
48;22;114,0;1;Advanced/Professional;0;0;1
62;36;42,0;1;Advanced/Professional;128;0;0
30;6;29,0;1;Advanced/Professional;90;0;0
35;11;72,0;3;Graduated;0;0;0
59;35;68,0;1;Advanced/Professional;95;0;0
38;13;78,0;4;Advanced/Professional;0;0;0
47;23;90,0;1;Undergrad;323;0;0
57;33;170,0;2;Graduated;0;0;1
42;17;14,0;2;Graduated;0;0;0
39;15;129,0;2;Undergrad;0;0;0
53;23;39,0;3;Advanced/Professional;87;0;0
27;3;82,0;2;Undergrad;0;1;0
59;35;31,0;3;Graduated;0;1;0
48;24;9,0;4;Graduated;0;1;0
62;37;15,0;3;Advanced/Professional;91;0;0
66;41;70,0;3;Undergrad;0;0;0
38;13;84,0;4;Advanced/Professional;0;0;0
42;17;155,0;1;Undergrad;0;1;0
47;21;89,0;2;Advanced/Professional;0;1;0
27;2;170,0;3;Undergrad;0;0;1
32;7;185,0;2;Undergrad;0;1;0
37;13;82,0;2;Undergrad;0;0;0
56;31;60,0;3;Undergrad;0;0;0
39;13;58,0;2;Graduated;0;0;0
36;12;29,0;1;Undergrad;81;0;0
32;6;32,0;2;Undergrad;0;0;0
62;37;115,0;4;Graduated;0;1;0
48;22;83,0;2;Graduated;0;0;0
58;32;54,0;3;Graduated;0;1;0
27;2;112,0;4;Advanced/Professional;0;0;0
52;26;182,0;2;Graduated;0;0;1
54;30;112,0;2;Undergrad;0;0;0
31;5;129,0;3;Advanced/Professional;319;1;1
60;34;23,0;1;Graduated;112;0;0
34;9;198,0;2;Undergrad;422;0;0
46;22;84,0;4;Advanced/Professional;0;0;0
41;15;39,0;3;Advanced/Professional;0;0;0
62;37;129,0;1;Undergrad;0;0;0
31;7;113,0;2;Graduated;315;0;0
41;11;35,0;1;Advanced/Professional;114;0;0
55;30;85,0;1;Advanced/Professional;0;0;0
45;19;73,0;4;Undergrad;0;0;0
51;25;70,0;1;Advanced/Professional;0;0;0
27;2;130,0;3;Undergrad;192;0;1
30;4;39,0;1;Undergrad;0;0;0
31;5;72,0;4;Graduated;242;1;0
61;37;68,0;4;Advanced/Professional;0;0;0
40;16;35,0;1;Advanced/Professional;0;1;0
45;21;61,0;3;Undergrad;0;1;0
45;21;69,0;4;Undergrad;0;0;0
37;13;59,0;1;Graduated;0;0;0
34;8;99,0;2;Advanced/Professional;217;0;0
43;16;201,0;1;Graduated;0;1;1
42;18;130,0;2;Undergrad;0;1;0
56;31;72,0;3;Graduated;0;0;0
33;9;44,0;1;Undergrad;0;0;0
36;10;91,0;1;Advanced/Professional;289;0;0
62;37;92,0;3;Undergrad;310;0;0
58;34;55,0;1;Undergrad;168;1;0
65;40;20,0;3;Undergrad;102;1;0
65;40;89,0;1;Undergrad;299;0;1
52;26;59,0;2;Graduated;239;1;0
64;39;8,0;3;Advanced/Professional;87;1;0
51;25;85,0;4;Undergrad;0;1;0
59;35;94,0;1;Undergrad;76;0;0
52;28;22,0;2;Undergrad;0;1;0
55;31;74,0;2;Advanced/Professional;0;1;0
46;19;59,0;3;Graduated;0;0;0
61;36;12,0;4;Graduated;0;1;0
35;9;8,0;1;Graduated;0;0;0
56;31;74,0;3;Advanced/Professional;0;1;0
31;5;184,0;4;Graduated;0;1;1
44;19;34,0;4;Graduated;0;0;0
53;27;63,0;2;Advanced/Professional;0;0;0
36;12;123,0;2;Graduated;0;1;1
27;1;85,0;2;Advanced/Professional;0;0;0
36;12;109,0;3;Advanced/Professional;0;0;1
40;15;31,0;1;Advanced/Professional;0;0;0
39;13;61,0;2;Graduated;90;0;0
59;35;88,0;2;Undergrad;0;1;0
43;18;22,0;2;Graduated;0;0;0
30;4;63,0;4;Graduated;0;0;0
26;1;80,0;4;Undergrad;0;1;0
48;22;78,0;3;Undergrad;0;1;0
50;24;45,0;4;Undergrad;93;0;0
33;7;51,0;4;Advanced/Professional;0;1;0
32;6;111,0;2;Advanced/Professional;0;0;0
34;10;45,0;3;Undergrad;153;1;0
33;9;184,0;2;Graduated;0;0;1
32;5;41,0;2;Graduated;112;0;0
55;30;69,0;4;Advanced/Professional;0;1;0
58;33;23,0;3;Undergrad;0;0;0
47;23;160,0;2;Undergrad;0;0;0
30;5;61,0;1;Graduated;251;0;0
42;18;110,0;2;Undergrad;182;0;0
40;16;50,0;2;Advanced/Professional;0;0;0
33;9;49,0;1;Graduated;0;0;0
46;20;185,0;4;Graduated;428;1;1
63;39;52,0;2;Undergrad;0;1;0
62;37;53,0;2;Undergrad;0;0;0
43;17;125,0;4;Graduated;0;0;1
31;5;72,0;3;Undergrad;0;0;0
28;2;51,0;4;Advanced/Professional;0;1;0
64;39;23,0;3;Undergrad;0;0;0
27;1;41,0;1;Advanced/Professional;0;1;0
33;9;41,0;3;Undergrad;108;0;0
39;12;138,0;1;Graduated;0;0;1
44;20;138,0;2;Undergrad;0;1;0
53;28;14,0;4;Undergrad;0;1;0
42;18;145,0;2;Undergrad;505;0;0
44;17;25,0;3;Graduated;0;1;0
34;10;43,0;1;Undergrad;142;1;0
47;22;93,0;1;Graduated;309;0;0
53;29;90,0;2;Undergrad;217;1;0
62;36;41,0;2;Advanced/Professional;154;0;0
61;36;169,0;2;Advanced/Professional;106;1;1
42;17;63,0;2;Advanced/Professional;0;0;0
48;21;23,0;3;Graduated;95;0;0
38;13;140,0;4;Undergrad;0;0;1
41;15;75,0;1;Advanced/Professional;0;0;0
57;32;13,0;4;Graduated;78;0;0
31;7;10,0;1;Advanced/Professional;81;0;0
39;15;100,0;1;Graduated;0;0;0
48;22;85,0;3;Undergrad;203;0;0
55;31;73,0;3;Undergrad;219;0;0
29;4;130,0;2;Undergrad;0;1;0
47;22;65,0;3;Graduated;0;0;0
61;36;59,0;4;Undergrad;148;0;0
60;34;31,0;2;Advanced/Professional;0;0;0
34;10;134,0;1;Undergrad;0;0;0
45;21;11,0;4;Undergrad;106;1;0
60;35;32,0;1;Advanced/Professional;80;0;0
25;0;53,0;2;Advanced/Professional;0;1;0
41;17;28,0;1;Undergrad;0;1;0
63;37;44,0;2;Advanced/Professional;0;0;0
63;39;40,0;1;Undergrad;118;1;0
43;19;40,0;3;Graduated;0;0;0
58;32;163,0;2;Undergrad;400;0;0
50;25;82,0;1;Advanced/Professional;0;0;0
38;12;89,0;4;Graduated;0;0;0
54;30;78,0;4;Graduated;0;1;0
61;36;55,0;3;Advanced/Professional;197;0;0
29;5;34,0;4;Graduated;0;0;0
39;12;108,0;4;Graduated;301;1;1
33;7;58,0;4;Graduated;0;1;0
23;0;73,0;4;Undergrad;0;0;0
56;31;54,0;4;Undergrad;0;0;0
54;30;45,0;4;Graduated;0;1;0
37;11;123,0;1;Graduated;0;0;1
38;12;93,0;1;Undergrad;267;0;0
34;9;102,0;4;Graduated;0;0;0
53;29;39,0;3;Undergrad;0;0;0
65;40;114,0;4;Graduated;0;1;0
62;37;29,0;1;Advanced/Professional;0;1;0
51;25;30,0;3;Graduated;144;1;0
31;5;22,0;1;Advanced/Professional;0;0;0
64;38;38,0;2;Undergrad;186;1;0
39;15;41,0;2;Undergrad;0;0;0
28;3;161,0;4;Advanced/Professional;422;1;1
60;35;38,0;3;Graduated;0;1;0
47;23;25,0;1;Advanced/Professional;0;0;0
25;1;70,0;4;Undergrad;218;0;0
44;19;201,0;2;Undergrad;0;1;0
51;26;42,0;2;Advanced/Professional;0;1;0
31;7;64,0;1;Undergrad;0;0;0
32;7;28,0;4;Advanced/Professional;0;0;0
51;25;119,0;1;Undergrad;208;1;0
25;1;28,0;1;Advanced/Professional;0;0;0
43;19;60,0;3;Advanced/Professional;0;0;0
54;29;23,0;1;Graduated;0;0;0
34;8;164,0;4;Advanced/Professional;0;0;1
54;30;39,0;2;Undergrad;0;1;0
42;17;19,0;2;Advanced/Professional;85;1;0
46;20;72,0;2;Advanced/Professional;0;1;0
62;37;41,0;3;Advanced/Professional;0;1;0
31;5;32,0;2;Graduated;130;0;0
30;5;69,0;1;Graduated;0;0;0
52;28;23,0;3;Undergrad;0;0;0
35;9;44,0;4;Undergrad;0;0;0
60;36;32,0;3;Graduated;165;0;0
58;34;25,0;2;Undergrad;123;0;0
24;0;80,0;2;Advanced/Professional;0;0;0
40;16;83,0;1;Graduated;230;0;0
49;23;133,0;1;Undergrad;0;1;0
43;18;89,0;1;Graduated;307;1;0
33;7;81,0;2;Advanced/Professional;187;1;0
36;11;44,0;2;Graduated;85;0;0
62;36;119,0;2;Undergrad;0;0;0
57;32;39,0;4;Undergrad;147;0;0
64;38;40,0;2;Advanced/Professional;0;0;0
52;26;79,0;3;Undergrad;183;0;0
54;28;30,0;4;Graduated;0;0;0
40;14;179,0;1;Advanced/Professional;0;0;1
30;5;178,0;2;Undergrad;0;0;0
55;30;82,0;4;Graduated;0;0;0
39;13;50,0;2;Graduated;0;0;0
55;30;64,0;2;Graduated;0;0;0
28;4;129,0;1;Undergrad;0;1;0
44;18;68,0;4;Undergrad;0;0;0
46;21;30,0;1;Advanced/Professional;112;0;0
61;36;48,0;3;Undergrad;0;1;0
61;36;130,0;1;Undergrad;257;0;0
45;20;40,0;1;Advanced/Professional;0;0;0
38;14;105,0;2;Undergrad;0;0;0
29;3;41,0;4;Undergrad;0;0;0
52;28;168,0;3;Advanced/Professional;118;0;1
38;14;80,0;2;Undergrad;0;0;0
28;3;134,0;2;Undergrad;0;0;0
34;9;49,0;1;Advanced/Professional;0;0;0
35;9;63,0;2;Undergrad;0;0;0
46;22;70,0;4;Undergrad;212;1;0
63;37;32,0;3;Graduated;141;0;0
33;9;14,0;3;Advanced/Professional;114;0;0
38;14;111,0;2;Undergrad;326;0;0
53;27;38,0;4;Graduated;144;0;0
28;2;121,0;2;Undergrad;341;0;0
44;18;90,0;4;Advanced/Professional;0;0;0
58;31;178,0;2;Graduated;0;0;1
38;14;20,0;4;Graduated;79;1;0
48;24;61,0;2;Undergrad;229;1;0
33;7;43,0;4;Undergrad;0;0;0
66;42;39,0;1;Graduated;0;1;0
59;34;60,0;4;Undergrad;234;1;0
40;15;63,0;3;Undergrad;0;0;0
36;11;8,0;4;Advanced/Professional;81;1;0
62;38;52,0;4;Graduated;0;1;0
51;27;92,0;4;Undergrad;0;1;1
58;32;111,0;2;Undergrad;298;0;0
52;26;71,0;1;Advanced/Professional;0;0;0
41;16;25,0;2;Graduated;91;0;0
31;5;34,0;1;Advanced/Professional;156;0;0
28;3;74,0;3;Advanced/Professional;0;0;0
57;31;120,0;2;Undergrad;0;1;0
61;37;50,0;4;Graduated;0;1;0
60;36;10,0;2;Undergrad;0;1;0
56;29;45,0;4;Graduated;113;0;0
49;23;29,0;4;Undergrad;0;1;0
63;37;145,0;2;Undergrad;0;0;0
49;23;100,0;2;Undergrad;0;0;0
49;25;24,0;3;Undergrad;0;0;0
32;8;60,0;1;Undergrad;0;1;0
26;1;50,0;4;Graduated;0;0;0
27;1;43,0;3;Graduated;0;0;0
57;31;79,0;3;Undergrad;0;1;0
29;5;44,0;3;Graduated;0;1;0
56;30;31,0;4;Advanced/Professional;0;0;0
59;35;14,0;2;Undergrad;107;0;0
53;28;19,0;4;Undergrad;106;1;0
54;29;111,0;1;Graduated;0;0;1
56;30;90,0;1;Graduated;0;0;0
50;25;21,0;2;Advanced/Professional;129;0;0
